YR element hits in BAS
======================================================================================================================================================================================
Fragment(species:contig:YR_start_on_contig)    Structure_Indication    start_on_contig    end_on_contig    Contig_length    Fragment_length      YR_evalue     RT_evalue     MT_evalue
                       BAS:DIRS-8_ACar:4481                    DIRS                  1             5898             5898               5898     2.5312e-93    2.1328e-59    1.0688e-48
                        BAS:DIRS-13_DR:4354              dirs1-like                  1             5732             5732               5732     1.2709e-92    1.0212e-50    6.6373e-34
                        BAS:DIRS-22_NV:4261              dirs1-like                  1             5608             5608               5608     1.3297e-92    1.1240e-55    1.4334e-49
                        BAS:DIRS-12_NV:3874              dirs1-like                  1             5162             5162               5162     2.2508e-92    9.2305e-54    4.7252e-47
                        BAS:DIRS-44_NV:3512              dirs1-like                  1             4793             4793               4793     2.2691e-92    1.2468e-55    1.5293e-49
                        BAS:DIRS-27_NV:4252                    DIRS                  1             5611             5611               5611     2.6244e-92    8.1006e-04    1.7886e-48
                        BAS:DIRS-17_NV:4098              dirs1-like                  1             5368             5368               5368     1.0827e-91    6.3365e-53    5.7012e-48
                       BAS:DIRS-27A_XT:3718                    DIRS                  1             5061             5061               5061     1.8779e-91    2.0625e-37    2.5382e-48
                         BAS:DIRS-9_NV:4072              dirs1-like                  1             5386             5386               5386     2.2413e-91    2.3481e-55    8.6119e-49
                       BAS:DIRS-17A_XT:4031              dirs1-like                  1             5302             5302               5302     5.0411e-91    4.2594e-55    4.0120e-48
                        BAS:DIRS-15_NV:3953              dirs1-like                  1             5270             5270               5270     6.4490e-91    7.4357e-55    7.7661e-54
                        BAS:DIRS-12_DR:4249              dirs1-like                  1             5860             5860               5860     7.3877e-91    7.1738e-47    3.4634e-40
                      BAS:DIRS-33_ACar:4282              dirs1-like                  1             5932             5932               5932     8.7780e-91    2.0322e-52    5.9370e-45
                        BAS:DIRS-43_NV:3842                    DIRS                  1             5156             5156               5156     1.8504e-90    3.1528e-51    1.8152e-47
                     BAS:DIRS-33B_ACar:4285              dirs1-like                  1             5979             5979               5979     2.6952e-90    1.5223e-53    2.2429e-44
                       BAS:DIRS-4_ACar:4266              dirs1-like                  1             5996             5996               5996     2.8117e-90    1.4448e-52    1.1531e-43
                       BAS:DIRS-34A_XT:4165                    DIRS                  1             5490             5490               5490     4.4879e-90    1.9071e-55    1.2297e-52
                      BAS:DIRS-24_ACar:3913              dirs1-like                  1             5211             5211               5211     8.5368e-90    2.5997e-53    6.7518e-52
                       BAS:DIRS-26A_XT:4017                    DIRS                  1             5370             5370               5370     9.0304e-90    1.5661e-54    1.5495e-52
                        BAS:DIRS-23_NV:3977                    DIRS                  1             5277             5277               5277     1.9871e-89    3.9192e-53    6.2506e-46
                       BAS:DIRS-3_ACar:4286              dirs1-like                  1             6054             6054               6054     6.6738e-89    2.9978e-54    3.4313e-45
                        BAS:DIRS-38_NV:3910                    DIRS                  1             5221             5221               5221     1.3309e-88    1.3300e-54    6.1338e-50
                        BAS:DIRS-16_NV:4054              dirs1-like                  1             5346             5346               5346     2.5833e-88    4.3927e-54    3.7500e-47
                          BAS:DIRS1_DR:4161              dirs1-like                  1             6132             6132               6132     1.1916e-87    4.7737e-52    6.3476e-35
                      BAS:DIRS-26_ACar:4062                    DIRS                  1             5415             5415               5415     6.4283e-87    2.3193e-55    2.8599e-51
                         BAS:DIRS-2_DR:3949                    DIRS                  1             5291             5291               5291     3.5961e-86    7.7043e-49    3.3769e-28
                        BAS:DIRS-48_XT:3845                    DIRS                  1             5153             5153               5153     9.4793e-82    1.2485e-56    1.3316e-34
                        BAS:DIRS-48_XT:3847                    DIRS                  1             5153             5153               5153     5.7239e-05    1.2485e-56    1.3316e-34
                       BAS:DIRS-37A_XT:4253                    DIRS                  1             5123             5123               5123     1.6223e-80    1.0188e-60    6.8845e-48
                       BAS:DIRS-37A_XT:4896                    DIRS                  1             5123             5123               5123     1.6223e-80    1.0188e-60    6.8845e-48
                        BAS:DIRS-34_NV:1563                    DIRS                  1             2880             2880               2880     7.6656e-80    7.3089e-54    1.5591e-39
                         BAS:DIRS-5_DR:3653             two_domains                  1             6895             6895               6895     1.1370e-79    1.4136e-41             -
                         BAS:DIRS-4_DR:3876             two_domains                  1             6796             6796               6796     1.5803e-78    5.5115e-41             -
                        BAS:DIRS-14_DR:3552          viper_or_Ngaro                  1             6940             6940               6940     1.9030e-77    1.4923e-42             -
                    BAS:DIRS-2_MLP-LTR:3228              dirs1-like                  1             4512             4512               4512     5.3419e-77    9.7985e-48    4.1651e-42
                         BAS:DIRS-4_SK:3309                    DIRS                  1             4756             4756               4756     9.9179e-77    2.5103e-23    1.2093e-28
                        BAS:DIRS-8B_DR:3752             two_domains                  1             7313             7313               7313     1.0157e-76    7.8400e-42             -
                        BAS:DIRS-15_DR:3625             two_domains                  1             7069             7069               7069     2.2471e-75    6.7492e-41             -
                        BAS:DIRS-9B_DR:3681             two_domains                  1             7179             7179               7179     2.4526e-75    1.0470e-41             -
                         BAS:DIRS-3_NV:2422                    DIRS                  1             3805             3805               3805     1.0779e-73    2.8083e-49    7.9468e-43
                        BAS:DIRS-46_XT:3961                    DIRS                  1             5239             5239               5239     4.2631e-72    2.5614e-60    1.8288e-51
                        BAS:DIRS-46_XT:4529                    DIRS                  1             5239             5239               5239     4.2631e-72    2.5614e-60    1.8288e-51
                        BAS:DIRS-6A_XT:4164                    DIRS                  1             5710             5710               5710     1.9492e-71    1.5157e-41    3.0324e-41
                        BAS:DIRS-47_XT:2555                    DIRS                  1             3912             3912               3912     1.0331e-70    3.6474e-60    3.0854e-50
                        BAS:DIRS-47_XT:3214                    DIRS                  1             3912             3912               3912     1.0331e-70    3.6474e-60    3.0854e-50
                      BAS:DIRS-23_ACar:4604                    DIRS                  1             5752             5752               5752     1.9484e-70    8.9749e-54    2.8564e-49
                      BAS:DIRS-23_ACar:4407                    DIRS                  1             5752             5752               5752     1.9484e-70    8.9749e-54    2.8564e-49
                      BAS:DIRS-23_ACar:5248                    DIRS                  1             5752             5752               5752     1.9484e-70    8.9749e-54    2.8564e-49
                        BAS:DIRS-10_DR:3938                    DIRS                  1             5763             5763               5763     2.4915e-69    8.1924e-09    2.6343e-10
                        BAS:DIRS-10_DR:3744                    DIRS                  1             5763             5763               5763     2.4915e-69    8.1924e-09    2.6343e-10
                         BAS:DIRS-3_DR:4356                    DIRS                  1             5342             5342               5342     3.5435e-68    7.7136e-53    2.5027e-25
                         BAS:DIRS-3_DR:3994                    DIRS                  1             5342             5342               5342     3.5435e-68    7.7136e-53    2.5027e-25
                         BAS:DIRS-2_XT:4604                    DIRS                  1             5992             5992               5992     4.6452e-66    4.7997e-58    2.2221e-52
                        BAS:DIRS-6_CGi:4536             two_domains                  1             5753             5753               5753     3.2184e-65    5.0680e-43             -
                             BAS:DIRS1:3508                    DIRS                  1             7053             7053               7053     7.8287e-65    5.0352e-49    3.6077e-14
                             BAS:DIRS1:6039                    DIRS                  1             7053             7053               7053     7.9287e-24    5.0352e-49    3.6077e-14
                             BAS:DIRS1:6647                    DIRS                  1             7053             7053               7053     7.9287e-24    5.0352e-49    3.6077e-14
                             BAS:DIRS1:6790                    DIRS                  1             7053             7053               7053     7.9287e-24    5.0352e-49    3.6077e-14
                        BAS:DIRS-52_XT:4453                    DIRS                  1             5533             5533               5533     2.9364e-64    1.1208e-58    4.5515e-52
                        BAS:DIRS-52_XT:4248                    DIRS                  1             5533             5533               5533     2.9364e-64    1.1208e-58    4.5515e-52
                        BAS:DIRS-51_XT:3756                    DIRS                  1             4911             4911               4911     1.0068e-61    1.3846e-55    1.2178e-36
                        BAS:DIRS-51_XT:3431                    DIRS                  1             4911             4911               4911     1.0068e-61    1.3846e-55    1.2178e-36
                      BAS:DIRS-32_ACar:4369             two_domains                  1             6569             6569               6569     2.2320e-58    7.7117e-39             -
                      BAS:DIRS-31_ACar:5074                    DIRS                  1             6108             6108               6108     1.0638e-57    8.7476e-54    1.7604e-49
                      BAS:DIRS-31_ACar:4754                    DIRS                  1             6108             6108               6108     4.7721e-34    8.7476e-54    1.7604e-49
                        BAS:DIRS-2_AMa:2819                    DIRS                  1             4375             4375               4375     1.1170e-57    1.6431e-48    2.2390e-36
                        BAS:DIRS-53_XT:3142          viper_or_Ngaro                  1             5457             5457               5457     2.5993e-57    7.4665e-41             -
                        BAS:DIRS-4_CGi:4779             two_domains                  1             7043             7043               7043     6.3333e-57    9.3561e-35             -
                         BAS:DIRS-4_NV:4427          viper_or_Ngaro                  1             6336             6336               6336     8.4754e-57    1.5713e-10             -
                        BAS:DIRS-7_CGi:2913             two_domains                  1             4865             4865               4865     7.4622e-55    6.3818e-41             -
                      BAS:DIRS-2_PGr-I:4422             two_domains                  1             5737             5737               5737     1.6128e-54    2.8730e-08             -
                        BAS:DIRS-1_CGi:3946                    DIRS                  1             5391             5391               5391     9.4921e-54    2.5910e-46    1.5022e-32
                        BAS:DIRS-1_CGi:4149        domains_inverted                  1             5391             5391               5391     6.1250e-03    2.5910e-46    1.5022e-32
                         BAS:DIRS-7_NV:3026                    DIRS                  1             4750             4750               4750     1.1818e-53    7.6871e-33    9.1140e-31
                         BAS:DIRS-7_NV:4006                    DIRS                  1             4750             4750               4750     8.7295e-20    7.6871e-33    9.1140e-31
                        BAS:DIRS-3_CGi:3386                    DIRS                  1             4944             4944               4944     2.2109e-53    4.9309e-45    9.2941e-29
                        BAS:DIRS-54_XT:3313             two_domains                  1             5141             5141               5141     2.8905e-53    2.6324e-39             -
                         BAS:DIRS-1_RO:3043                    DIRS                  1             4243             4243               4243     3.5233e-53    4.0707e-39    4.2527e-33
                      BAS:DIRS-3_PGr-I:4466             two_domains                  1             5819             5819               5819     3.7564e-52    6.7508e-08             -
                         BAS:DIRS-1_NV:3701             two_domains                  1             5206             5206               5206     1.0797e-51    7.1175e-03             -
                       BAS:DIRS-5_ACar:4279              dirs1-like                  1             6121             6121               6121     1.1336e-51    1.5761e-55    5.2533e-46
                     BAS:DIRS-2_MLP-I:11383             two_domains               1383            19097            19097              17715     5.3370e-50    2.3009e-05             -
                     BAS:DIRS-2_MLP-I:17204             two_domains               7204            19097            19097              11894     2.6507e-24    2.0276e-05             -
                     BAS:DIRS-2_MLP-I:10335             two_domains                335            19097            19097              18763     1.3285e-11    2.3187e-05             -
                        BAS:DIRS-5_CGi:5171             two_domains                  1            10775            10775              10775     4.6197e-49    5.3140e-03             -
                        BAS:DIRS-5_CGi:4720             two_domains                  1            10775            10775              10775     4.6197e-49    5.3140e-03             -
                         BAS:DIRS-5_NV:2919             two_domains                  1             3750             3750               3750     5.3422e-49    8.2536e-06             -
                          BAS:CcNgaro3:4209          viper_or_Ngaro                  1             6131             6131               6131     5.0244e-48    1.1874e-05             -
                    BAS:DIRS-1_MLP-LTR:3127                    DIRS                  1             4237             4237               4237     2.1131e-43    1.0359e-32    6.7454e-26
                      BAS:DIRS-1_MLP-I:8761             two_domains                  1            12121            12121              12121     2.7995e-43    7.2126e-06             -
                      BAS:DIRS-22_ACar:4729                    DIRS                  1             5866             5866               5866     1.7871e-41    5.4750e-55    3.4141e-47
                      BAS:DIRS-22_ACar:4515                    DIRS                  1             5866             5866               5866     1.7871e-41    5.4750e-55    3.4141e-47
                      BAS:DIRS-22_ACar:5118                    DIRS                  1             5866             5866               5866     1.0833e-29    5.4750e-55    3.4141e-47
                         BAS:DIRS-6_DR:3896             two_domains                  1             6526             6526               6526     5.5644e-40    1.8446e-43             -
                         BAS:DIRS-6_DR:3490             two_domains                  1             6526             6526               6526     5.5644e-40    1.8446e-43             -
                         BAS:DIRS-6_DR:3246             two_domains                  1             6526             6526               6526     4.4662e-18    1.8446e-43             -
                      BAS:CryptonF-6_PI:451                 YR_only                  1             1657             1657               1657     2.0046e-35             -             -
                          BAS:DIRS1_FR:4477                    DIRS                  1             5921             5921               5921     1.4553e-33    1.0390e-32    1.2731e-37
                          BAS:DIRS1_FR:4098                    DIRS                  1             5921             5921               5921     1.9650e-21    1.0390e-32    1.2731e-37
                        BAS:DIRS-16_DR:3798             two_domains                  1             6695             6695               6695     2.1965e-33    1.8847e-40             -
                        BAS:DIRS-16_DR:4259             two_domains                  1             6695             6695               6695     2.1230e-31    1.8847e-40             -
                      BAS:DIRS-1_PTrit:4143             two_domains                  1             5555             5555               5555     3.6236e-25    8.8765e-08             -
                      BAS:DIRS-1_PTrit:4769             two_domains                  1             5555             5555               5555     7.0317e-14    8.8765e-08             -
                        BAS:DIRS-6_DPu:3509                    DIRS                  1             3741             3741               3741     2.9068e-11    8.3178e-52    1.3990e-41
                      BAS:CryptonF-2_TS:242                 YR_only                  1             5999             5999               5999     2.0924e-10             -             -
                      BAS:CryptonS-2_PU:272                 YR_only                  1             2885             2885               2885     4.5423e-10             -             -
                    BAS:CryptonS-2_HAra:369                 YR_only                  1             4191             4191               4191     1.2354e-09             -             -
                       BAS:Crypton-1_NV:637                 YR_only                  1             1845             1845               1845     5.9896e-09             -             -
                       BAS:Crypton-1_NV:309                 YR_only                  1             1845             1845               1845     5.9896e-09             -             -
                    BAS:DIRS-1_PGr-LTR:1852                 YR_only                  1             3315             3315               3315     6.7927e-09             -             -
                    BAS:DIRS-1_PGr-LTR:2052                 YR_only                  1             3315             3315               3315     8.7411e-06             -             -
                      BAS:CryptonS-9_PI:317                 YR_only                  1             3744             3744               3744     1.2320e-08             -             -
                      BAS:CryptonA-1_OL:300                 YR_only                  1             1248             1248               1248     1.3507e-08             -             -
                      BAS:CryptonF-5_PS:282                 YR_only                  1             3032             3032               3032     1.5143e-08             -             -
                      BAS:CryptonF-4_PI:296                 YR_only                  1             4901             4901               4901     2.8930e-08             -             -
                      BAS:Crypton-6_CGi:672                 YR_only                  1             2569             2569               2569     4.2203e-08             -             -
                     BAS:CryptonS-10_PI:303                 YR_only                  1             3736             3736               3736     9.1271e-08             -             -
                      BAS:Crypton-8_CGi:344                 YR_only                  1             2121             2121               2121     1.9254e-07             -             -
                    BAS:CryptonF-1_ACap:980                 YR_only                  1             4450             4450               4450     2.1545e-07             -             -
                      BAS:CryptonS-8_PI:304                 YR_only                  1             3636             3636               3636     2.1616e-07             -             -
                      BAS:CryptonA-1_LG:614             two_domains                  1             1970             1970               1970     2.2772e-07    7.6767e-05             -
                      BAS:CryptonS-3_PI:637                 YR_only                  1             3172             3172               3172     6.4984e-07             -             -
                     BAS:Crypton-9_CGi:1469                 YR_only                  1             2385             2385               2385     2.2151e-06             -             -
                      BAS:CryptonS-4_PR:314                 YR_only                  1             2960             2960               2960     2.5942e-06             -             -
                    BAS:CryptonS-1_HAra:880                 YR_only                  1             4345             4345               4345     2.9246e-06             -             -
                      BAS:CryptonS-1_PU:619                 YR_only                  1             2942             2942               2942     8.0225e-05             -             -
                       BAS:DIRS-1_ACas:3818               pat1-like                  1             4357             4357               4357     9.5798e-05    1.1549e-41    8.0103e-30
                     BAS:Crypton-10_CGi:839                 YR_only                  1             2566             2566               2566     9.8097e-05             -             -
                      BAS:CryptonS-4_PS:312                 YR_only                  1             4300             4300               4300     1.5393e-04             -             -
                     BAS:CryptonV-1_NV:2095                 YR_only                  1             5467             5467               5467     3.0778e-04             -             -
                     BAS:CryptonS-12_PI:299                 YR_only                  1             3105             3105               3105     8.1086e-04             -             -
                     BAS:CryptonS-5_PS:1303                 YR_only                  1             3180             3180               3180     1.4502e-03             -             -
                       BAS:CryptonA-3_SK:54                 YR_only                  1             1504             1504               1504     2.0110e-03             -             -
                   BAS:CryptonS-2_ALai:1061                 YR_only                  1             3505             3505               3505     2.6114e-03             -             -
                    BAS:CryptonS-18_PI:1201                 YR_only                  1             5872             5872               5872     2.6413e-03             -             -
                    BAS:CryptonS-15_PI:1257                 YR_only                  1             3008             3008               3008     5.8730e-03             -             -
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Indications are structural and not phylogenetic.
Indications depend on Ugene parameters.
1. pat1-like: ==>=RT=MT=>>=>=YR=>>=.
2. kangaroo: ==>=RT=MT=>>=>=RY=>>=.
3. PAT: =>RT=MT=YR=>>=>=>>.
4. dirs1-like: =>=RT=MT=YR=<>>=<<=.
5. Ngaro or Viper: =>RT=YR=>>=>=>>=.
