YR element hits in Lgi
=====================================================================================================================================================================================
Fragment(species:contig:YR_start_on_contig)    Structure_Indication    start_on_contig    end_on_contig    Contig_length    Fragment_length     YR_evalue     RT_evalue     MT_evalue
                         Lgi:sca_41:1952445                    DIRS            1942445          1963272          2314328              20828    3.6964e-57    5.5404e-45    2.8299e-33
                         Lgi:sca_41:1753255             two_domains            1743255          1764061          2314328              20807    2.6231e-27    3.1806e-16             -
                         Lgi:sca_41:1512486             two_domains            1502486          1523040          2314328              20555    2.4330e-14    5.2398e-14             -
                           Lgi:sca_41:80928             two_domains              70928            91695          2314328              20768    1.3578e-11    1.1366e-17             -
                         Lgi:sca_41:1976328             two_domains            1966328          1986507          2314328              20180    4.9578e-09    9.0952e-28             -
                         Lgi:sca_41:1892044             two_domains            1882044          1902250          2314328              20207    7.5155e-09             -    5.6516e-14
                         Lgi:sca_41:1892252             two_domains            1882252          1902380          2314328              20129    7.5155e-09             -    5.6542e-14
                          Lgi:sca_1:6038610              dirs1-like            6028610          6049359          9386848              20750    1.2546e-56    2.1671e-35    3.2947e-41
                          Lgi:sca_1:5285421             two_domains            5275421          5295771          9386848              20351    4.8367e-35    2.8327e-03             -
                          Lgi:sca_1:5284903             two_domains            5274903          5295364          9386848              20462    4.8367e-35    2.8325e-03             -
                          Lgi:sca_1:7768361             two_domains            7758361          7778936          9386848              20576    1.8755e-26    8.7902e-30             -
                          Lgi:sca_1:7768102             two_domains            7758102          7778293          9386848              20192    1.8755e-26    8.9420e-30             -
                          Lgi:sca_1:4471041             two_domains            4461041          4481544          9386848              20504    2.3426e-17    3.5998e-16             -
                          Lgi:sca_1:4046905             two_domains            4036905          4057627          9386848              20723    7.0472e-17    1.6915e-25             -
                          Lgi:sca_1:4047627             two_domains            4037627          4057758          9386848              20132    7.0472e-17    1.6274e-25             -
                          Lgi:sca_1:5293838             two_domains            5283838          5304053          9386848              20216    4.9599e-09    2.8322e-03             -
                          Lgi:sca_1:1937597                 YR_only            1927597          1948040          9386848              20444    6.6551e-09             -             -
                         Lgi:sca_26:2015420              dirs1-like            2005420          2026250          3123619              20831    7.0351e-56    1.5856e-31    1.0011e-39
                         Lgi:sca_26:1353905              dirs1-like            1343905          1364330          3123619              20426    1.0249e-27    8.0510e-43    1.6242e-38
                            Lgi:sca_26:6144             two_domains                  1            16782          3123619              16782    1.0974e-23    6.0488e-29             -
                            Lgi:sca_26:6836             two_domains                  1            16979          3123619              16979    1.0974e-23    6.2040e-29             -
                           Lgi:sca_26:81724             two_domains              71724            92230          3123619              20507    4.3581e-22    3.0668e-23             -
                           Lgi:sca_26:81425             two_domains              71425            91619          3123619              20195    4.3581e-22    3.1085e-23             -
                         Lgi:sca_26:2120109             two_domains            2110109          2130429          3123619              20321    5.6683e-22    4.8771e-08             -
                         Lgi:sca_26:2120435             two_domains            2110435          2130728          3123619              20294    5.6683e-22    4.8722e-08             -
                         Lgi:sca_26:2155845             two_domains            2145845          2165985          3123619              20141    2.8885e-07    3.8278e-03             -
                           Lgi:sca_26:15641             two_domains               5641            25901          3123619              20261    2.5210e-03    9.5621e-29             -
                         Lgi:sca_38:1820548                    DIRS            1810548          1831285          2306446              20738    6.4666e-55    4.8723e-26    2.8129e-26
                         Lgi:sca_38:1567373                    DIRS            1557373          1578167          2306446              20795    8.4488e-53    1.1971e-29    3.5320e-28
                         Lgi:sca_38:1912372             two_domains            1902372          1923031          2306446              20660    1.3652e-31    1.8663e-04             -
                         Lgi:sca_38:1913028             two_domains            1903028          1923156          2306446              20129    1.3652e-31    1.8677e-04             -
                          Lgi:sca_38:945211             two_domains             935211           955675          2306446              20465    1.1299e-26    4.9469e-39             -
                         Lgi:sca_38:1706388              dirs1-like            1696388          1716702          2306446              20315    3.8919e-24    2.9387e-29    4.5714e-39
                         Lgi:sca_38:1706201              dirs1-like            1696201          1716401          2306446              20201    3.8919e-24    2.9772e-29    4.6436e-39
                         Lgi:sca_38:1706722              dirs1-like            1696722          1716829          2306446              20108    3.8919e-24    2.8695e-29    4.4419e-39
                         Lgi:sca_38:1319069                    DIRS            1309069          1329179          2306446              20111    2.3945e-23    8.9702e-16    1.5854e-23
                         Lgi:sca_38:1319572             two_domains            1309572          1329892          2306446              20321    2.3945e-23             -    1.6390e-23
                         Lgi:sca_38:1319226                    DIRS            1309226          1329558          2306446              20333    2.3945e-23    8.9860e-16    1.6144e-23
                         Lgi:sca_38:1606275             two_domains            1596275          1616688          2306446              20414    1.1540e-19    1.3287e-22             -
                          Lgi:sca_38:944978             two_domains             934978           955244          2306446              20267    1.0092e-11    5.0506e-39             -
                         Lgi:sca_38:1076980                 YR_only            1066980          1087213          2306446              20234    1.1928e-08             -             -
                         Lgi:sca_38:1706023              dirs1-like            1696023          1716265          2306446              20243    3.9088e-07    3.0125e-29    4.7102e-39
                         Lgi:sca_38:1076436                 YR_only            1066436          1086732          2306446              20297    1.6431e-06             -             -
                          Lgi:sca_38:570751             two_domains             560751           581065          2306446              20315    1.9263e-03    1.4838e-03             -
                         Lgi:sca_44:1556512                    DIRS            1546512          1567318          2161363              20807    8.9054e-55    2.5141e-44    7.3110e-40
                         Lgi:sca_44:1394901                 YR_only            1384901          1405095          2161363              20195    5.3729e-17             -             -
                         Lgi:sca_44:1394703                 YR_only            1384703          1404885          2161363              20183    3.5799e-04             -             -
                          Lgi:sca_32:112718             two_domains             102718           123461          2801719              20744    2.4383e-51    8.1860e-15             -
                         Lgi:sca_32:1142634                    DIRS            1132634          1153041          2801719              20408    1.5465e-29    1.2741e-41    4.1309e-25
                         Lgi:sca_32:1143083                    DIRS            1133083          1153319          2801719              20237    1.5465e-29    1.3183e-41    4.1805e-25
                          Lgi:sca_32:121917             two_domains             111917           132162          2801719              20246    1.0125e-11    8.3043e-15             -
                          Lgi:sca_32:527071                 YR_only             517071           537241          2801719              20171    3.8536e-08             -             -
                          Lgi:sca_32:174806                 YR_only             164806           184943          2801719              20138    1.6478e-07             -             -
                           Lgi:sca_31:43927                    DIRS              33927            54682          2867671              20756    3.1635e-51    5.8754e-43    4.8982e-37
                           Lgi:sca_31:44685                    DIRS              34685            54768          2867671              20084    3.1635e-51    5.2988e-43    4.6198e-37
                         Lgi:sca_31:2840409                    DIRS            2830409          2851251          2867671              20843    1.5048e-36    8.3707e-28    2.5157e-30
                         Lgi:sca_31:2093201                 YR_only            2083201          2103776          2867671              20576    4.1270e-18             -             -
                          Lgi:sca_31:652609        domains_inverted             642609           663337          2867671              20729    8.6385e-09    1.0657e-04    8.9779e-26
                          Lgi:sca_169:58123                    DIRS              48123            68893           517259              20771    1.4910e-50    4.9871e-09    2.0097e-35
                         Lgi:sca_169:511727                 YR_only             501727           517259           517259              15533    2.7869e-34             -             -
                          Lgi:sca_169:90750             two_domains              80750           100968           517259              20219    7.3749e-17    2.9428e-33             -
                          Lgi:sca_169:90971             two_domains              80971           101048           517259              20078    7.3749e-17    2.9597e-33             -
                         Lgi:sca_169:190470                 YR_only             180470           201168           517259              20699    5.5255e-13             -             -
                         Lgi:sca_169:511542                 YR_only             501542           517259           517259              15718    7.5323e-12             -             -
                          Lgi:sca_9:2902360                    DIRS            2892360          2912902          4717201              20543    1.6242e-49    4.0019e-31    6.1124e-32
                          Lgi:sca_9:2902902                    DIRS            2892902          2913183          4717201              20282    1.6242e-49    4.0006e-31    6.2169e-32
                          Lgi:sca_9:2866827             two_domains            2856827          2877651          4717201              20825    2.9957e-42    1.6663e-21             -
                          Lgi:sca_9:3504515             two_domains            3494515          3515336          4717201              20822    5.0809e-40    1.4123e-30             -
                           Lgi:sca_9:722738                 YR_only             712738           733526          4717201              20789    1.6410e-24             -             -
                           Lgi:sca_9:392651             two_domains             382651           403082          4717201              20432    2.2932e-13    3.0439e-16             -
                           Lgi:sca_9:393091             two_domains             383091           403216          4717201              20126    2.2932e-13    3.0596e-16             -
                          Lgi:sca_9:3338641             two_domains            3328641          3348739          4717201              20099    2.7039e-04    6.7408e-09             -
                          Lgi:sca_13:832806                    DIRS             822806           843447          4580870              20642    4.5919e-46    7.0414e-42    3.0198e-38
                          Lgi:sca_13:833446                    DIRS             823446           843640          4580870              20195    4.5919e-46    6.4835e-42    2.8646e-38
                         Lgi:sca_13:1382439             two_domains            1372439          1392942          4580870              20504    1.0340e-38    5.3472e-33             -
                         Lgi:sca_13:1382110             two_domains            1372110          1392397          4580870              20288    1.0340e-38    5.4749e-33             -
                         Lgi:sca_13:1806473        domains_inverted            1796473          1817060          4580870              20588    1.4531e-37    4.5129e-05    2.2332e-27
                         Lgi:sca_13:1806285        domains_inverted            1796285          1816488          4580870              20204    1.4531e-37    4.5151e-05    2.1709e-27
                         Lgi:sca_13:4108103             two_domains            4098103          4118747          4580870              20645    6.0176e-28    5.5906e-21             -
                         Lgi:sca_13:1269370             two_domains            1259370          1280224          4580870              20855    8.0814e-28    1.0355e-20             -
                         Lgi:sca_13:1579454                    DIRS            1569454          1589909          4580870              20456    1.5931e-25    6.6941e-13    1.4066e-20
                         Lgi:sca_13:1596769                    DIRS            1586769          1607602          4580870              20834    7.0008e-24    9.2088e-14    2.9524e-21
                         Lgi:sca_13:1579876                    DIRS            1569876          1590265          4580870              20390    2.1473e-16    6.8306e-13    1.4240e-20
                         Lgi:sca_13:1735026             two_domains            1725026          1745256          4580870              20231    3.7401e-14             -    1.2049e-27
                         Lgi:sca_13:1734889             two_domains            1724889          1745029          4580870              20141    3.7401e-14             -    1.1920e-27
                         Lgi:sca_13:2502014             two_domains            2492014          2512229          4580870              20216    8.9254e-09    4.9197e-25             -
                         Lgi:sca_13:1734559             two_domains            1724559          1744678          4580870              20120    8.7638e-05             -    1.1708e-27
                          Lgi:sca_59:550427                    DIRS             540427           561116          1713535              20690    5.4349e-44    3.0604e-38    4.5673e-32
                          Lgi:sca_59:551118                    DIRS             541118           561243          1713535              20126    5.4349e-44    2.8384e-38    4.3751e-32
                          Lgi:sca_59:591850                 YR_only             581850           602680          1713535              20831    7.5325e-33             -             -
                         Lgi:sca_59:1685024                    DIRS            1675024          1695515          1713535              20492    2.3508e-12    9.8192e-35    1.6121e-17
                         Lgi:sca_59:1690142                    DIRS            1680142          1700354          1713535              20213    1.8198e-11    3.2413e-35    1.2291e-17
                          Lgi:sca_59:515571             two_domains             505571           525732          1713535              20162    1.2096e-05    6.5508e-08             -
                          Lgi:sca_59:950969                 YR_only             940969           961106          1713535              20138    2.7011e-04             -             -
                          Lgi:sca_28:140435             two_domains             130435           151292          2898250              20858    4.4445e-41    2.2806e-21             -
                          Lgi:sca_28:280104                 YR_only             270104           290388          2898250              20285    1.0975e-03             -             -
                         Lgi:sca_17:1330841             two_domains            1320841          1341680          3515987              20840    6.1414e-41    2.4774e-18             -
                          Lgi:sca_17:334968                    DIRS             324968           345258          3515987              20291    2.6153e-25    2.0842e-26    8.0263e-33
                          Lgi:sca_17:335354                    DIRS             325354           345521          3515987              20168    2.6153e-25    2.0824e-26    8.2547e-33
                         Lgi:sca_17:2279616             two_domains            2269616          2290191          3515987              20576    6.2676e-19    4.8786e-22             -
                         Lgi:sca_17:1335257             two_domains            1325257          1346081          3515987              20825    1.0496e-14    2.4936e-18             -
                          Lgi:sca_17:337401                    DIRS             327401           347601          3515987              20201    1.2108e-05    2.0702e-26    9.7149e-33
                          Lgi:sca_17:291969                    DIRS             281969           302145          3515987              20177    4.9845e-05    8.5240e-07    2.4430e-11
                           Lgi:sca_3:790713             two_domains             780713           801555          6263672              20843    5.0809e-40    4.5597e-12             -
                           Lgi:sca_3:809150             two_domains             799150           819947          6263672              20798    3.8050e-34    1.6436e-16             -
                          Lgi:sca_3:3145202                 YR_only            3135202          3156032          6263672              20831    4.5342e-32             -             -
                          Lgi:sca_3:3819324                    DIRS            3809324          3829830          6263672              20507    1.1421e-26    7.5838e-29    6.2169e-32
                          Lgi:sca_3:3815674                    DIRS            3805674          3825976          6263672              20303    1.6691e-23    4.7418e-29    4.2025e-32
                          Lgi:sca_3:1893987                 YR_only            1883987          1904544          6263672              20558    3.4290e-05             -             -
                          Lgi:sca_3:1893943                 YR_only            1883943          1903987          6263672              20045    3.4290e-05             -             -
                           Lgi:sca_8:613071                    DIRS             603071           623541          4848474              20471    3.4214e-38    7.3999e-43    5.7061e-31
                           Lgi:sca_8:613552                    DIRS             603552           623728          4848474              20177    3.4214e-38    4.7346e-43    5.7092e-31
                           Lgi:sca_8:612920                    DIRS             602920           623066          4848474              20147    3.4214e-38    8.5809e-43    5.7052e-31
                          Lgi:sca_8:3979874                    DIRS            3969874          3990266          4848474              20393    1.7164e-35    2.8023e-33    1.1338e-31
                          Lgi:sca_8:3979524                    DIRS            3969524          3989856          4848474              20333    1.7164e-35    2.8825e-33    1.1571e-31
                          Lgi:sca_8:3381979                 YR_only            3371979          3392683          4848474              20705    2.9578e-22             -             -
                          Lgi:sca_4:5958599                 YR_only            5948599          5969432          6436870              20834    1.5552e-37             -             -
                          Lgi:sca_4:4380220                 YR_only            4370220          4390954          6436870              20735    6.3096e-35             -             -
                          Lgi:sca_4:5791576             two_domains            5781576          5801965          6436870              20390    2.7544e-26    1.9976e-16             -
                           Lgi:sca_4:297253                 YR_only             287253           307861          6436870              20609    5.1773e-21             -             -
                           Lgi:sca_4:374295                 YR_only             364295           384903          6436870              20609    5.1773e-21             -             -
                          Lgi:sca_4:6037773             two_domains            6027773          6047916          6436870              20144    1.6487e-06    2.7239e-21             -
                         Lgi:sca_64:1213776                 YR_only            1203776          1224243          1639089              20468    2.4868e-37             -             -
                         Lgi:sca_64:1213403                 YR_only            1203403          1223801          1639089              20399    2.4868e-37             -             -
                         Lgi:sca_21:2596468                 YR_only            2586468          2607313          3438807              20846    5.7190e-36             -             -
                         Lgi:sca_21:2644170                 YR_only            2634170          2654802          3438807              20633    2.2310e-22             -             -
                          Lgi:sca_2264:3592             two_domains                  1             8897             8897               8897    1.4895e-35    4.3811e-06             -
                          Lgi:sca_7:1863262                    DIRS            1853262          1873588          4798402              20327    2.9384e-35    6.5572e-37    1.0154e-37
                          Lgi:sca_7:1863588                    DIRS            1853588          1873848          4798402              20261    2.9384e-35    6.7323e-37    1.0360e-37
                          Lgi:sca_7:1863126                    DIRS            1853126          1873275          4798402              20150    2.9384e-35    6.3477e-37    9.8918e-38
                          Lgi:sca_7:1863860                    DIRS            1853860          1873925          4798402              20066    2.9384e-35    6.7775e-37    1.0416e-37
                          Lgi:sca_7:2645963          viper_or_Ngaro            2635963          2656811          4798402              20849    4.6727e-35    2.0923e-21             -
                          Lgi:sca_7:2866555                    DIRS            2856555          2877007          4798402              20453    8.8351e-34    5.3847e-12    1.4579e-24
                          Lgi:sca_7:2866185                    DIRS            2856185          2876499          4798402              20315    8.8351e-34    7.5340e-12    1.4589e-24
                          Lgi:sca_7:1698952             two_domains            1688952          1709740          4798402              20789    7.1196e-30    1.9989e-11             -
                          Lgi:sca_7:3077596                 YR_only            3067596          3088024          4798402              20429    1.6238e-15             -             -
                          Lgi:sca_7:3077514                 YR_only            3067514          3087567          4798402              20054    1.6238e-15             -             -
                          Lgi:sca_7:2477741             two_domains            2467741          2487956          4798402              20216    1.0497e-14    4.5376e-04             -
                          Lgi:sca_7:2382010             two_domains            2372010          2392477          4798402              20468    1.7648e-13    1.2791e-13             -
                          Lgi:sca_7:2422423             two_domains            2412423          2432710          4798402              20288    7.3973e-13    2.3151e-13             -
                          Lgi:sca_7:3148563             two_domains            3138563          3158916          4798402              20354    8.4559e-13             -    8.2413e-11
                          Lgi:sca_7:3148961             two_domains            3138961          3159164          4798402              20204    8.4559e-13             -    8.2494e-11
                          Lgi:sca_7:3077756                 YR_only            3067756          3088316          4798402              20561    9.8711e-13             -             -
                          Lgi:sca_7:2722961             two_domains            2712961          2733656          4798402              20696    1.7609e-12    2.1377e-16             -
                          Lgi:sca_7:2422177             two_domains            2412177          2432404          4798402              20228    1.7609e-12    2.2955e-13             -
                          Lgi:sca_7:2382440             two_domains            2372440          2392856          4798402              20417    3.1487e-12    1.2915e-13             -
                          Lgi:sca_7:2422884             two_domains            2412884          2433252          4798402              20369    1.0682e-10    2.3472e-13             -
                          Lgi:sca_7:2857171        domains_inverted            2847171          2867347          4798402              20177    1.2339e-07    2.1884e-09    1.7096e-11
                          Lgi:sca_7:3724332                 YR_only            3714332          3734700          4798402              20369    3.4887e-06             -             -
                          Lgi:sca_7:3724703                 YR_only            3714703          3734738          4798402              20036    3.4887e-06             -             -
                          Lgi:sca_7:2709032                 YR_only            2699032          2719238          4798402              20207    5.9296e-03             -             -
                         Lgi:sca_46:1122895             two_domains            1112895          1133743          1984280              20849    4.6256e-35    5.7828e-25             -
                         Lgi:sca_46:1885059             two_domains            1875059          1895373          1984280              20315    2.5852e-10             -    1.1404e-06
                         Lgi:sca_46:1489274             two_domains            1479274          1499543          1984280              20270    2.0442e-09    8.5624e-18             -
                         Lgi:sca_46:1489161             two_domains            1479161          1499277          1984280              20117    6.2269e-04    8.4971e-18             -
                         Lgi:sca_46:1489084             two_domains            1479084          1499137          1984280              20054    6.2269e-04    8.4598e-18             -
                         Lgi:sca_46:1937255             two_domains            1927255          1947596          1984280              20342    6.2702e-04    3.7782e-03             -
                          Lgi:sca_157:64005                    DIRS              54005            74514           465389              20510    5.0567e-35    5.2066e-31    4.7260e-06
                          Lgi:sca_157:63745                    DIRS              53745            73999           465389              20255    5.0567e-35    5.2050e-31    4.7381e-06
                          Lgi:sca_23:805340              dirs1-like             795340           816077          3050221              20738    6.2706e-35    2.6178e-11    5.9091e-03
                         Lgi:sca_23:1533702                 YR_only            1523702          1544031          3050221              20330    3.2769e-11             -             -
                          Lgi:sca_23:592603                 YR_only             582603           602791          3050221              20189    8.7535e-05             -             -
                          Lgi:sca_75:937380                    DIRS             927380           947991          1295807              20612    1.5275e-34    5.2004e-03    2.2154e-38
                          Lgi:sca_75:930807              dirs1-like             920807           941046          1295807              20240    1.6173e-16    5.0816e-03    1.8602e-39
                          Lgi:sca_522:23002             two_domains              13002            33691            39344              20690    5.4206e-34             -    2.1382e-31
                          Lgi:sca_225:47848             two_domains              37848            58630           191995              20783    2.1802e-33             -    2.5290e-30
                         Lgi:sca_225:109933             two_domains              99933           120814           191995              20882    3.5425e-04    6.1375e-04             -
                         Lgi:sca_153:382313                    DIRS             372313           392645           451277              20333    1.7164e-32    2.2423e-28    5.2809e-31
                         Lgi:sca_153:382650                    DIRS             372650           392868           451277              20219    1.7164e-32    2.2417e-28    5.3476e-31
                         Lgi:sca_153:382867                    DIRS             372867           393037           451277              20171    1.7164e-32    2.2412e-28    5.3988e-31
                         Lgi:sca_153:435792                    DIRS             425792           446514           451277              20723    4.9868e-22    6.8836e-27    3.4399e-30
                          Lgi:sca_574:10998             two_domains                998            21564            21564              20567    2.0493e-32             -    1.9361e-37
                         Lgi:sca_81:1204039             two_domains            1194039          1214869          1316433              20831    2.4802e-32    1.2349e-21             -
                          Lgi:sca_81:672998             two_domains             662998           683363          1316433              20366    6.6997e-23    9.4514e-20             -
                          Lgi:sca_81:672516             two_domains             662516           682911          1316433              20396    6.6997e-23    7.4910e-20             -
                          Lgi:sca_81:679266             two_domains             669266           689424          1316433              20159    2.9143e-06    2.1359e-19             -
                          Lgi:sca_5:2772730             two_domains            2762730          2783278          5802540              20549    2.7578e-32    8.9763e-30             -
                          Lgi:sca_5:2772419             two_domains            2762419          2782730          5802540              20312    2.7578e-32    8.6686e-30             -
                          Lgi:sca_5:4225986                 YR_only            4215986          4236144          5802540              20159    1.6535e-04             -             -
                          Lgi:sca_5:4226143                 YR_only            4216143          4236256          5802540              20114    1.6535e-04             -             -
                          Lgi:sca_99:645936             two_domains             635936           656754           885543              20819    8.0584e-32    2.7941e-08             -
                            Lgi:sca_8129:11             two_domains                  1             1584             1584               1584    1.0478e-31             -    4.1353e-34
                          Lgi:sca_307:31714                    DIRS              21714            42403           102336              20690    3.0960e-31    4.6693e-30    1.9361e-37
                          Lgi:sca_930:15702             two_domains               5702            18179            18179              12478    3.5981e-31             -    1.6773e-30
                          Lgi:sca_576:17427             two_domains               7427            27682            27682              20256    5.1566e-31             -    5.4280e-38
                         Lgi:sca_36:2002512                    DIRS            1992512          2013336          2368663              20825    5.2862e-30    8.2925e-07    1.8971e-24
                          Lgi:sca_36:264153                 YR_only             254153           274410          2368663              20258    1.4587e-03             -             -
                         Lgi:sca_1063:10278             two_domains                278            12498            12498              12221    1.3968e-29    2.6598e-28             -
                           Lgi:sca_246:5423                    DIRS                  1            15980           139220              15980    3.5200e-29    3.3705e-06    3.1158e-11
                           Lgi:sca_246:5989                    DIRS                  1            16252           139220              16252    3.5200e-29    3.3807e-06    3.1330e-11
                         Lgi:sca_103:798332             two_domains             788332           808982           877743              20651    5.6370e-29             -    7.7187e-25
                         Lgi:sca_143:211775                    DIRS             201775           222125           559308              20351    7.4484e-29    7.5110e-38    2.8626e-31
                         Lgi:sca_143:211469                    DIRS             201469           221657           559308              20189    6.2491e-04    7.7462e-38    2.9131e-31
                         Lgi:sca_2133:35427             two_domains              25427            35901            35901              10475    1.1890e-28             -    4.2847e-30
                          Lgi:sca_114:28036             two_domains              18036            38869           871818              20834    3.3201e-28             -    7.4479e-29
                         Lgi:sca_114:775300                    DIRS             765300           785737           871818              20438    2.2727e-24    3.7882e-17    1.5795e-38
                         Lgi:sca_114:775071              dirs1-like             765071           785310           871818              20240    2.2727e-24    2.0431e-03    1.6096e-38
                         Lgi:sca_114:774944              dirs1-like             764944           785063           871818              20120    2.2727e-24    2.0443e-03    1.6253e-38
                         Lgi:sca_114:308814             two_domains             298814           319203           871818              20390    1.9127e-22    1.1346e-08             -
                         Lgi:sca_114:309200             two_domains             299200           319313           871818              20114    1.9127e-22    1.1376e-08             -
                         Lgi:sca_114:280636             two_domains             270636           290968           871818              20333    4.9751e-20    1.0592e-07             -
                         Lgi:sca_114:308555             two_domains             298555           318884           871818              20330    5.6326e-12    1.1251e-08             -
                         Lgi:sca_114:200495             two_domains             190495           210608           871818              20114    5.9225e-03    1.8454e-16             -
                         Lgi:sca_39:1526163          viper_or_Ngaro            1516163          1537017          2421381              20855    4.7110e-27    3.9725e-14             -
                          Lgi:sca_214:45971             two_domains              35971            56213           224851              20243    2.5944e-26    8.9311e-05             -
                          Lgi:sca_214:45663             two_domains              35663            55980           224851              20318    2.5944e-26    9.1043e-05             -
                         Lgi:sca_118:507116          viper_or_Ngaro             497116           517889           756398              20774    1.4222e-25    5.1610e-17             -
                          Lgi:sca_118:39468             two_domains              29468            49773           756398              20306    5.1743e-25    1.9205e-06             -
                          Lgi:sca_118:39098             two_domains              29098            49355           756398              20258    5.1743e-25    1.9286e-06             -
                          Lgi:sca_118:38940             two_domains              28940            49104           756398              20165    5.1743e-25    1.9320e-06             -
                          Lgi:sca_35:126590             two_domains             116590           137237          2603117              20648    2.0208e-25    6.0845e-16             -
                          Lgi:sca_35:127252             two_domains             117252           137452          2603117              20201    2.0208e-25    6.0819e-16             -
                          Lgi:sca_35:148831             two_domains             138831           159295          2603117              20465    4.9263e-16    1.4521e-10             -
                          Lgi:sca_35:381072                 YR_only             371072           391566          2603117              20495    3.7571e-05             -             -
                          Lgi:sca_76:985167                    DIRS             975167           995469          1244672              20303    9.0271e-25    1.0914e-23    7.6782e-11
                         Lgi:sca_18:2841236                 YR_only            2831236          2852066          3231671              20831    2.1878e-24             -             -
                         Lgi:sca_18:2161115             two_domains            2151115          2171216          3231671              20102    1.2327e-07    1.2112e-14             -
                          Lgi:sca_1588:5309             two_domains                  1             9310             9310               9310    3.9900e-24    3.7936e-28             -
                          Lgi:sca_1588:5745             two_domains                  1             9310             9310               9310    3.9900e-24    3.7936e-28             -
                           Lgi:sca_55:88481                    DIRS              78481            99047          1792543              20567    6.9938e-24    2.9240e-40    2.0097e-35
                           Lgi:sca_55:88243                    DIRS              78243            98509          1792543              20267    6.2618e-19    2.7483e-40    1.9343e-35
                         Lgi:sca_14:2667353        domains_inverted            2657353          2678063          4187652              20711    1.2491e-23    2.2791e-23    1.4284e-26
