YR element hits in Rcul
=====================================================================================================================================================================================
Fragment(species:contig:YR_start_on_contig)    Structure_Indication    start_on_contig    end_on_contig    Contig_length    Fragment_length     YR_evalue     RT_evalue     MT_evalue
         Rcul:scaffold9011.1_size16208:9784                 YR_only                  1            16208            16208              16208    1.7830e-33             -             -
        Rcul:scaffold1846.1_size46853:25423                    DIRS              15423            35905            46853              20483    2.9891e-33    8.3056e-06    5.3469e-28
        Rcul:scaffold1846.1_size46853:25895                    DIRS              15895            36206            46853              20312    2.9891e-33    8.3280e-06    5.4244e-28
             Rcul:scaffold46627.1_size586:6                 YR_only                  1              586              586                586    1.8580e-32             -             -
         Rcul:scaffold6131.1_size12388:1764                    DIRS                  1            12357            12388              12357    1.3056e-30    1.3795e-38    8.5512e-29
         Rcul:scaffold6131.1_size12388:1535                    DIRS                  1            11771            12388              11771    1.3056e-30    1.2975e-38    8.2969e-29
         Rcul:scaffold10782.1_size5432:3453             two_domains                  1             5432             5432               5432    1.7135e-30    1.4344e-30             -
         Rcul:scaffold10782.1_size5432:3017             two_domains                  1             5432             5432               5432    1.7135e-30    1.4344e-30             -
         Rcul:scaffold10782.1_size5432:3256             two_domains                  1             5432             5432               5432    1.7135e-30    1.4344e-30             -
        Rcul:scaffold6659.1_size19614:18539                    DIRS               8539            19614            19614              11076    1.9792e-30    1.8698e-10    6.7197e-32
         Rcul:scaffold13242.1_size5893:4906                 YR_only                  1             5893             5893               5893    3.3131e-30             -             -
         Rcul:scaffold4819.1_size13736:8666             two_domains                  1            13736            13736              13736    1.1689e-29             -    1.6099e-17
        Rcul:scaffold1056.1_size39258:17811                    DIRS               7811            28251            39258              20441    2.3594e-29    2.7505e-32    1.5944e-22
        Rcul:scaffold1056.1_size39258:18248                    DIRS               8248            28649            39258              20402    2.3594e-29    2.8359e-32    1.6184e-22
          Rcul:scaffold1.1_size162312:96760                    DIRS              86760           107131           162312              20372    4.7964e-29    2.1070e-34    1.3624e-27
          Rcul:scaffold1.1_size162312:96438                    DIRS              86438           106737           162312              20300    4.7964e-29    2.1079e-34    1.3363e-27
          Rcul:scaffold1.1_size162312:97128                    DIRS              87128           107211           162312              20084    4.7964e-29    2.1068e-34    1.3669e-27
        Rcul:scaffold5808.1_size28186:26058                    DIRS              16058            28186            28186              12129    1.4910e-28    7.7095e-28    1.1803e-20
        Rcul:scaffold5808.1_size28186:25841                    DIRS              15841            28186            28186              12346    1.4910e-28    7.7055e-28    1.1830e-20
         Rcul:scaffold21702.1_size2188:1775                 YR_only                  1             2188             2188               2188    2.6258e-28             -             -
         Rcul:scaffold21702.1_size2188:1495                 YR_only                  1             2188             2188               2188    2.6258e-28             -             -
         Rcul:scaffold11002.1_size5274:3800                 YR_only                  1             5274             5274               5274    9.7464e-28             -             -
         Rcul:scaffold11002.1_size5274:4240                 YR_only                  1             5274             5274               5274    9.7464e-28             -             -
         Rcul:scaffold606.1_size84859:74911                 YR_only              64911            84859            84859              19949    1.0616e-27             -             -
          Rcul:scaffold3506.1_size17613:119                    DIRS                  1            10466            17613              10466    1.6094e-27    2.1211e-20    1.4566e-13
          Rcul:scaffold3506.1_size17613:508                    DIRS                  1            10915            17613              10915    1.6094e-27    2.2453e-20    1.4823e-13
        Rcul:scaffold4714.1_size29370:18762                    DIRS               8762            29250            29370              20489    8.0048e-27    7.9137e-03    4.9466e-16
        Rcul:scaffold2302.1_size46118:32149             two_domains              22149            42925            46118              20777    2.8749e-26    6.2294e-22             -
          Rcul:scaffold50.1_size81682:21688                 YR_only              11688            32053            81682              20366    1.4134e-25             -             -
          Rcul:scaffold50.1_size81682:21264                 YR_only              11264            31683            81682              20420    1.4134e-25             -             -
         Rcul:scaffold19914.1_size3016:2545                    DIRS                  1             3016             3016               3016    2.2678e-25    2.7208e-33    7.5214e-16
         Rcul:scaffold363.1_size54934:33326        domains_inverted              23326            43859            54934              20534    5.2436e-25    7.2949e-08    5.1530e-32
         Rcul:scaffold363.1_size54934:33199        domains_inverted              23199            43303            54934              20105    5.2436e-25    7.2757e-08    5.1902e-32
          Rcul:scaffold21148.1_size2225:124             two_domains                  1             2225             2225               2225    7.0653e-25    1.5908e-25             -
             Rcul:scaffold35675.1_size760:1             two_domains                  1              760              760                760    1.2369e-24             -    4.1964e-19
        Rcul:scaffold282.1_size117397:66805                    DIRS              56805            77626           117397              20822    1.3490e-24    2.9143e-10    7.1352e-18
            Rcul:scaffold25497.1_size1919:3                 YR_only                  1             1919             1919               1919    2.6039e-24             -             -
        Rcul:scaffold1466.1_size44416:42135                 YR_only              32135            44416            44416              12282    3.1749e-24             -             -
         Rcul:scaffold533.1_size46439:39012             two_domains              29012            46439            46439              17428    3.6879e-24    5.0024e-41             -
         Rcul:scaffold533.1_size46439:39223             two_domains              29223            46439            46439              17217    3.6879e-24    5.0024e-41             -
         Rcul:scaffold533.1_size46439:39558             two_domains              29558            46439            46439              16882    3.6879e-24    5.0024e-41             -
        Rcul:scaffold6301.1_size20785:15185                    DIRS               5185            20785            20785              15601    9.7085e-24    1.1503e-03    1.7807e-31
        Rcul:scaffold6301.1_size20785:15057                    DIRS               5057            20785            20785              15729    9.7085e-24    1.1503e-03    1.7807e-31
            Rcul:scaffold41188.1_size653:43                 YR_only                  1              653              653                653    3.0466e-23             -             -
           Rcul:scaffold41188.1_size653:465                 YR_only                  1              653              653                653    3.0466e-23             -             -
         Rcul:scaffold17882.1_size2816:1540             two_domains                  1             2816             2816               2816    4.4952e-23             -    4.2640e-35
         Rcul:scaffold20536.1_size4206:2135                 YR_only                  1             4206             4206               4206    8.0590e-23             -             -
         Rcul:scaffold20536.1_size4206:1936                 YR_only                  1             4206             4206               4206    8.0590e-23             -             -
        Rcul:scaffold1884.1_size45859:11681                    DIRS               1681            22226            45859              20546    1.3387e-22    2.4208e-13    2.4880e-29
        Rcul:scaffold1884.1_size45859:10606                    DIRS                606            20806            45859              20201    5.9110e-06    2.2661e-13    2.2878e-29
        Rcul:scaffold2855.1_size36016:14681             two_domains               4681            24989            36016              20309    3.8452e-22             -    1.6753e-19
        Rcul:scaffold2855.1_size36016:14299             two_domains               4299            24517            36016              20219    3.8452e-22             -    1.6766e-19
        Rcul:scaffold2855.1_size36016:14517             two_domains               4517            24633            36016              20117    3.8452e-22             -    1.6762e-19
         Rcul:scaffold2300.1_size23124:6195                    DIRS                  1            16698            23124              16698    3.9213e-22    3.9874e-41    3.5115e-27
           Rcul:scaffold2300.1_size23124:93                    DIRS                  1            10545            23124              10545    7.6678e-06    3.9874e-41    3.5115e-27
           Rcul:scaffold7427.1_size8741:597             two_domains                  1             8741             8741               8741    6.2065e-22             -    4.6177e-24
        Rcul:scaffold11574.1_size10394:9406                 YR_only                  1            10394            10394              10394    6.9899e-22             -             -
          Rcul:scaffold29151.1_size1044:607                 YR_only                  1             1044             1044               1044    8.8550e-22             -             -
         Rcul:scaffold6868.1_size21820:4296             two_domains                  1            14883            21820              14883    1.1910e-21             -    2.8534e-23
        Rcul:scaffold1761.1_size30622:16507              dirs1-like               6507            26902            30622              20396    2.3976e-21    4.6729e-46    4.7698e-34
        Rcul:scaffold1761.1_size30622:16928              dirs1-like               6928            27116            30622              20189    2.3976e-21    4.3067e-46    4.6160e-34
        Rcul:scaffold4628.1_size14214:12821                    DIRS               2821            14214            14214              11394    3.4070e-21    1.4016e-16    2.0110e-05
         Rcul:scaffold3359.1_size18858:9252                    DIRS                  1            18858            18858              18858    5.4579e-21    8.8464e-08    1.1360e-22
         Rcul:scaffold5103.1_size34688:1719             two_domains                  1            12150            34688              12150    5.7947e-21    1.0295e-08             -
         Rcul:scaffold5103.1_size34688:2249             two_domains                  1            12431            34688              12431    5.2958e-13    1.0295e-08             -
           Rcul:scaffold31416.1_size904:163             two_domains                  1              904              904                904    5.9082e-21             -    1.5912e-23
             Rcul:scaffold31416.1_size904:5             two_domains                  1              904              904                904    5.9082e-21             -    1.5912e-23
         Rcul:scaffold29658.1_size2470:1523                 YR_only                  1             2470             2470               2470    7.4158e-21             -             -
          Rcul:scaffold28149.1_size1153:466                 YR_only                  1             1153             1153               1153    2.0104e-20             -             -
         Rcul:scaffold480.1_size116636:9566             two_domains                  1            20054           116636              20054    2.4570e-20             -    1.5717e-18
         Rcul:scaffold367.1_size81817:36642                    DIRS              26642            46956            81817              20315    3.0845e-20    2.7956e-07    1.3464e-19
         Rcul:scaffold367.1_size81817:36959                    DIRS              26959            47360            81817              20402    3.0845e-20    2.8067e-07    8.8847e-03
         Rcul:scaffold367.1_size81817:37353                    DIRS              27353            47415            81817              20063    3.0845e-20    2.8125e-07    1.3664e-19
            Rcul:scaffold45467.1_size599:18                 YR_only                  1              599              599                599    4.2086e-20             -             -
          Rcul:scaffold997.1_size36970:7921                    DIRS                  1            18172            36970              18172    9.6022e-20    1.6539e-36    1.2375e-24
          Rcul:scaffold997.1_size36970:7443                    DIRS                  1            17913            36970              17913    9.6022e-20    1.6539e-36    1.2375e-24
           Rcul:scaffold33425.1_size823:188                 YR_only                  1              823              823                823    1.0411e-19             -             -
            Rcul:scaffold30736.1_size939:37                 YR_only                  1              939              939                939    3.6328e-19             -             -
          Rcul:scaffold6928.1_size9502:5066              dirs1-like                  1             9502             9502               9502    4.1431e-19    5.7579e-20    4.3679e-04
          Rcul:scaffold17531.1_size2577:733                 YR_only                  1             2577             2577               2577    1.3246e-18             -             -
        Rcul:scaffold1988.1_size44040:30481              dirs1-like              20481            41032            44040              20552    2.0478e-18    9.3071e-24    1.5917e-24
           Rcul:scaffold50134.1_size552:139                 YR_only                  1              552              552                552    5.5161e-18             -             -
            Rcul:scaffold50134.1_size552:21                 YR_only                  1              552              552                552    5.5161e-18             -             -
         Rcul:scaffold5760.1_size11614:5929                    DIRS                  1            11614            11614              11614    1.6349e-17    3.7325e-21    1.2328e-03
         Rcul:scaffold5760.1_size11614:6452                    DIRS                  1            11614            11614              11614    3.8571e-12    3.7325e-21    1.2328e-03
          Rcul:scaffold9818.1_size6102:5222             two_domains                  1             6102             6102               6102    1.8889e-17    1.2833e-26             -
         Rcul:scaffold16270.1_size2842:1148             two_domains                  1             2842             2842               2842    2.0055e-17             -    4.7226e-24
        Rcul:scaffold1417.1_size60377:52387                 YR_only              42387            60377            60377              17991    2.5858e-17             -             -
         Rcul:scaffold741.1_size57273:51535                    DIRS              41535            57273            57273              15739    5.3358e-17    9.8188e-24    5.5174e-36
         Rcul:scaffold22651.1_size2128:1418                 YR_only                  1             2128             2128               2128    5.6569e-17             -             -
         Rcul:scaffold22651.1_size2128:1537                 YR_only                  1             2128             2128               2128    2.2838e-11             -             -
        Rcul:scaffold3129.1_size19051:13398                 YR_only               3398            19051            19051              15654    7.0365e-17             -             -
            Rcul:scaffold8116.1_size7850:35                 YR_only                  1             7850             7850               7850    7.0871e-17             -             -
            Rcul:scaffold54588.1_size514:64                 YR_only                  1              514              514                514    1.3042e-16             -             -
            Rcul:scaffold45370.1_size600:22                 YR_only                  1              600              600                600    1.5805e-16             -             -
          Rcul:scaffold18240.1_size2487:617                 YR_only                  1             2487             2487               2487    1.5871e-16             -             -
         Rcul:scaffold2152.1_size24095:6456                 YR_only                  1            16773            24095              16773    1.7583e-16             -             -
         Rcul:scaffold26451.1_size2441:1316                 YR_only                  1             2441             2441               2441    2.0494e-16             -             -
         Rcul:scaffold26451.1_size2441:1008                 YR_only                  1             2441             2441               2441    3.6269e-11             -             -
         Rcul:scaffold6633.1_size11520:6018        domains_inverted                  1            11520            11520              11520    2.2094e-16    8.2790e-11    2.4746e-31
         Rcul:scaffold6633.1_size11520:5699        domains_inverted                  1            11520            11520              11520    8.9638e-08    8.2790e-11    2.4746e-31
        Rcul:scaffold7062.1_size18879:15965                 YR_only               5965            18879            18879              12915    5.0001e-16             -             -
         Rcul:scaffold3922.1_size34785:9641                 YR_only                  1            20429            34785              20429    6.9514e-16             -             -
          Rcul:scaffold9302.1_size6838:6345                 YR_only                  1             6838             6838               6838    9.3807e-16             -             -
          Rcul:scaffold9302.1_size6838:6211                 YR_only                  1             6838             6838               6838    9.3807e-16             -             -
          Rcul:scaffold47160.1_size2671:191                 YR_only                  1             2671             2671               2671    9.6080e-16             -             -
           Rcul:scaffold47160.1_size2671:27                 YR_only                  1             2671             2671               2671    9.6080e-16             -             -
        Rcul:scaffold2511.1_size54431:53788                 YR_only              43788            54431            54431              10644    9.6600e-16             -             -
          Rcul:scaffold4264.1_size15655:264                 YR_only                  1            10740            15655              10740    1.0891e-15             -             -
        Rcul:scaffold2078.1_size25728:22195             two_domains              12195            25728            25728              13534    1.2434e-15    2.1838e-11             -
        Rcul:scaffold2078.1_size25728:22581             two_domains              12581            25728            25728              13148    4.4069e-05    2.1722e-11             -
          Rcul:scaffold26926.1_size1357:228                 YR_only                  1             1357             1357               1357    2.1732e-15             -             -
           Rcul:scaffold26926.1_size1357:92                 YR_only                  1             1357             1357               1357    2.1732e-15             -             -
           Rcul:scaffold10424.1_size5672:87                    DIRS                  1             5672             5672               5672    4.2047e-15    9.1998e-32    1.1082e-31
         Rcul:scaffold532.1_size46538:25008                    DIRS              15008            35826            46538              20819    4.3790e-15    3.1409e-35    1.8531e-27
         Rcul:scaffold532.1_size46538:24904                    DIRS              14904            34984            46538              20081    4.3790e-15    3.1698e-35    1.8616e-27
         Rcul:scaffold11509.1_size6221:3564                    DIRS                  1             6221             6221               6221    4.5633e-15    1.6254e-25    1.4373e-36
         Rcul:scaffold11509.1_size6221:3991                    DIRS                  1             6221             6221               6221    4.5633e-15    1.6254e-25    1.4373e-36
        Rcul:scaffold1565.1_size40116:17691             two_domains               7691            28140            40116              20450    4.7513e-15             -    4.9528e-10
         Rcul:scaffold13423.1_size7298:3714                 YR_only                  1             7298             7298               7298    7.7888e-15             -             -
         Rcul:scaffold5948.1_size18606:1826                    DIRS                  1            12203            18606              12203    8.1606e-15    3.6199e-31    4.0034e-13
         Rcul:scaffold34342.1_size4668:2134             two_domains                  1             4668             4668               4668    1.3007e-14             -    6.9263e-13
         Rcul:scaffold34342.1_size4668:2036             two_domains                  1             4668             4668               4668    1.3007e-14             -    6.9263e-13
            Rcul:scaffold2074.1_size43024:2                 YR_only                  1            10223            43024              10223    2.0813e-14             -             -
          Rcul:scaffold2074.1_size43024:198                 YR_only                  1            10296            43024              10296    2.0813e-14             -             -
        Rcul:scaffold4001.1_size32347:18134                    DIRS               8134            28400            32347              20267    2.5842e-14    9.7615e-09    2.1817e-14
         Rcul:scaffold17012.1_size3015:2095                 YR_only                  1             3015             3015               3015    2.6362e-14             -             -
         Rcul:scaffold6398.1_size15821:8074             two_domains                  1            15821            15821              15821    2.7954e-14    8.3114e-22             -
         Rcul:scaffold6398.1_size15821:8285             two_domains                  1            15821            15821              15821    2.7954e-14    8.3114e-22             -
         Rcul:scaffold6398.1_size15821:7784             two_domains                  1            15821            15821              15821    1.2446e-07    8.3114e-22             -
        Rcul:scaffold1700.1_size31869:11822                    DIRS               1822            22283            31869              20462    3.2321e-14    5.1463e-08    3.2442e-31
        Rcul:scaffold1700.1_size31869:11583                    DIRS               1583            21900            31869              20318    2.7340e-08    5.1643e-08    3.2897e-31
        Rcul:scaffold1700.1_size31869:11468                    DIRS               1468            21542            31869              20075    2.7340e-08    5.1730e-08    3.3093e-31
            Rcul:scaffold48243.1_size569:75                 YR_only                  1              569              569                569    5.1700e-14             -             -
            Rcul:scaffold13352.1_size4013:7                 YR_only                  1             4013             4013               4013    6.1232e-14             -             -
           Rcul:scaffold22152.1_size4230:52             two_domains                  1             4230             4230               4230    1.5517e-13    4.4771e-31             -
         Rcul:scaffold5912.1_size23151:2141             two_domains                  1            12395            23151              12395    2.3161e-13    8.2223e-19             -
         Rcul:scaffold5912.1_size23151:2703             two_domains                  1            12915            23151              12915    1.4665e-11    8.2223e-19             -
         Rcul:scaffold6237.1_size10670:8464             two_domains                  1            10670            10670              10670    3.6610e-13    4.5399e-30             -
         Rcul:scaffold6237.1_size10670:8615             two_domains                  1            10670            10670              10670    3.6610e-13    4.5399e-30             -
         Rcul:scaffold6237.1_size10670:8706             two_domains                  1            10670            10670              10670    3.6610e-13    4.5399e-30             -
         Rcul:scaffold5812.1_size11495:3843                 YR_only                  1            11495            11495              11495    4.0118e-13             -             -
         Rcul:scaffold11258.1_size5071:3490                 YR_only                  1             5071             5071               5071    4.2078e-13             -             -
         Rcul:scaffold877.1_size68363:39850             two_domains              29850            50407            68363              20558    8.3100e-13    1.0143e-36             -
        Rcul:scaffold1270.1_size33031:11405              dirs1-like               1405            22199            33031              20795    1.0901e-12    6.7374e-09    8.6565e-27
         Rcul:scaffold22248.1_size2153:1789             two_domains                  1             2153             2153               2153    1.1327e-12    4.4712e-21             -
         Rcul:scaffold22248.1_size2153:1704             two_domains                  1             2153             2153               2153    1.1327e-12    4.4712e-21             -
         Rcul:scaffold9036.1_size10557:6527             two_domains                  1            10557            10557              10557    1.3096e-12             -    5.9031e-20
        Rcul:scaffold9036.1_size10557:10198             two_domains                198            10557            10557              10360    2.3516e-12             -    5.9031e-20
          Rcul:scaffold37662.1_size2402:204             two_domains                  1             2402             2402               2402    1.4048e-12    1.3681e-24             -
           Rcul:scaffold37662.1_size2402:19             two_domains                  1             2402             2402               2402    5.0432e-09    1.3681e-24             -
             Rcul:scaffold35566.1_size763:2                 YR_only                  1              763              763                763    2.1749e-12             -             -
         Rcul:scaffold11860.1_size7010:1727                    DIRS                  1             7010             7010               7010    2.8388e-12    4.1663e-32    5.0245e-32
          Rcul:scaffold6789.1_size10581:588                 YR_only                  1            10581            10581              10581    3.8456e-12             -             -
          Rcul:scaffold9311.1_size9160:1475                 YR_only                  1             9160             9160               9160    7.3964e-12             -             -
          Rcul:scaffold9311.1_size9160:2012                 YR_only                  1             9160             9160               9160    2.1579e-05             -             -
        Rcul:scaffold2248.1_size23928:10550                 YR_only                550            20867            23928              20318    1.9069e-11             -             -
        Rcul:scaffold2248.1_size23928:10320                 YR_only                320            20733            23928              20414    2.7466e-03             -             -
        Rcul:scaffold1103.1_size40637:36428             two_domains              26428            40637            40637              14210    5.0774e-11             -    4.7014e-25
        Rcul:scaffold2391.1_size25774:15981                 YR_only               5981            25774            25774              19794    6.1505e-11             -             -
        Rcul:scaffold2589.1_size23554:10941                 YR_only                941            21219            23554              20279    1.1671e-10             -             -
        Rcul:scaffold2589.1_size23554:10604                 YR_only                604            20885            23554              20282    1.1671e-10             -             -
          Rcul:scaffold2589.1_size23554:281                 YR_only                  1            10385            23554              10385    4.8924e-03             -             -
         Rcul:scaffold3624.1_size17484:1750                 YR_only                  1            12034            17484              12034    1.1673e-10             -             -
         Rcul:scaffold310.1_size65775:27385                    DIRS              17385            37567            65775              20183    1.6339e-10    1.5324e-28    1.8133e-21
         Rcul:scaffold14064.1_size3801:3526                 YR_only                  1             3801             3801               3801    1.8433e-10             -             -
         Rcul:scaffold3684.1_size16966:4433                    DIRS                  1            14828            16966              14828    2.7818e-10    2.2231e-42    5.2930e-13
         Rcul:scaffold200.1_size59418:50921             two_domains              40921            59418            59418              18498    3.0254e-10             -    4.2568e-21
         Rcul:scaffold200.1_size59418:50766             two_domains              40766            59418            59418              18653    2.1087e-06             -    4.2558e-21
         Rcul:scaffold200.1_size59418:50692             two_domains              40692            59418            59418              18727    2.1087e-06             -    4.2554e-21
        Rcul:scaffold2384.1_size22644:12876             two_domains               2876            22644            22644              19769    8.8311e-10    5.4848e-28             -
         Rcul:scaffold2032.1_size24883:1698             two_domains                  1            11925            24883              11925    9.7520e-10             -    2.1831e-20
         Rcul:scaffold2032.1_size24883:1601             two_domains                  1            11696            24883              11696    9.7520e-10             -    2.1671e-20
           Rcul:scaffold34920.1_size779:183                 YR_only                  1              779              779                779    1.5851e-09             -             -
        Rcul:scaffold109.1_size100588:34961                 YR_only              24961            45341           100588              20381    4.2570e-09             -             -
        Rcul:scaffold1858.1_size28175:13721             two_domains               3721            24191            28175              20471    5.4044e-09    1.3075e-37             -
         Rcul:scaffold1605.1_size39137:4411                    DIRS                  1            14773            39137              14773    6.2088e-09    8.7074e-07    8.6382e-27
        Rcul:scaffold5259.1_size26042:24436                 YR_only              14436            26042            26042              11607    8.5055e-09             -             -
         Rcul:scaffold12968.1_size8187:5873                 YR_only                  1             8187             8187               8187    8.7145e-09             -             -
         Rcul:scaffold19361.1_size3923:3716             two_domains                  1             3923             3923               3923    1.1808e-08    3.2075e-51             -
         Rcul:scaffold11568.1_size4843:2721             two_domains                  1             4843             4843               4843    1.6518e-08             -    3.5945e-14
        Rcul:scaffold1644.1_size47882:45387                 YR_only              35387            47882            47882              12496    1.7324e-08             -             -
         Rcul:scaffold8925.1_size17442:2529                 YR_only                  1            12774            17442              12774    1.7502e-08             -             -
        Rcul:scaffold1714.1_size27418:16279             two_domains               6279            26479            27418              20201    3.0573e-08    2.3045e-03             -
          Rcul:scaffold7015.1_size9373:3811             two_domains                  1             9373             9373               9373    4.6753e-08             -    1.0487e-07
         Rcul:scaffold14681.1_size3610:1496                 YR_only                  1             3610             3610               3610    8.7227e-08             -             -
         Rcul:scaffold118.1_size67381:49665                 YR_only              39665            60051            67381              20387    1.0214e-07             -             -
           Rcul:scaffold43624.1_size620:456                 YR_only                  1              620              620                620    1.0360e-07             -             -
         Rcul:scaffold221.1_size79458:78931             two_domains              68931            79458            79458              10528    1.0838e-07    1.1590e-37             -
          Rcul:scaffold28733.1_size1086:691                 YR_only                  1             1086             1086               1086    1.1515e-07             -             -
          Rcul:scaffold8842.1_size8436:1475                 YR_only                  1             8436             8436               8436    2.1708e-07             -             -
            Rcul:scaffold5675.1_size11772:2                 YR_only                  1            10226            11772              10226    2.3011e-07             -             -
         Rcul:scaffold1311.1_size32657:1821             two_domains                  1            11997            32657              11997    2.5120e-07    3.8548e-30             -
            Rcul:scaffold17275.1_size2614:8                 YR_only                  1             2614             2614               2614    3.8960e-07             -             -
           Rcul:scaffold21632.1_size2192:62                 YR_only                  1             2192             2192               2192    5.2374e-07             -             -
           Rcul:scaffold34387.1_size793:190                 YR_only                  1              793              793                793    6.7112e-07             -             -
         Rcul:scaffold46239.1_size2322:1736                 YR_only                  1             2322             2322               2322    7.8968e-07             -             -
         Rcul:scaffold8502.1_size12271:6768             two_domains                  1            12271            12271              12271    9.3187e-07             -    8.8635e-22
          Rcul:scaffold3181.1_size18844:174                 YR_only                  1            10461            18844              10461    1.0232e-06             -             -
        Rcul:scaffold2162.1_size24038:12389                    DIRS               2389            22622            24038              20234    1.3314e-06    6.3119e-22    5.7377e-13
          Rcul:scaffold8575.1_size9183:6128             two_domains                  1             9183             9183               9183    1.8902e-06             -    6.2357e-36
           Rcul:scaffold36096.1_size750:168             two_domains                  1              750              750                750    2.9549e-06             -    1.7827e-21
         Rcul:scaffold11971.1_size6717:2228                 YR_only                  1             6717             6717               6717    3.1959e-06             -             -
            Rcul:scaffold17521.1_size4760:1             two_domains                  1             4760             4760               4760    3.2499e-06             -    3.1026e-05
        Rcul:scaffold4695.1_size38325:36168                 YR_only              26168            38325            38325              12158    4.4509e-06             -             -
         Rcul:scaffold16405.1_size6173:3376                 YR_only                  1             6173             6173               6173    4.6647e-06             -             -
         Rcul:scaffold7159.1_size12421:8850                    DIRS                  1            12421            12421              12421    5.3747e-06    2.2499e-31    1.5452e-13
          Rcul:scaffold15527.1_size3125:259                 YR_only                  1             3125             3125               3125    6.0751e-06             -             -
        Rcul:scaffold2452.1_size52553:48162             two_domains              38162            52553            52553              14392    6.4060e-06    2.4057e-10             -
            Rcul:scaffold25616.1_size1899:3                 YR_only                  1             1899             1899               1899    1.0243e-05             -             -
          Rcul:scaffold20724.1_size2256:259                 YR_only                  1             2256             2256               2256    1.1270e-05             -             -
            Rcul:scaffold20724.1_size2256:2                 YR_only                  1             2256             2256               2256    1.1270e-05             -             -
            Rcul:scaffold8910.1_size6997:99                 YR_only                  1             6997             6997               6997    1.1554e-05             -             -
          Rcul:scaffold865.1_size37089:1687                 YR_only                  1            12028            37089              12028    2.1608e-05             -             -
          Rcul:scaffold865.1_size37089:2108                 YR_only                  1            12245            37089              12245    2.1608e-05             -             -
         Rcul:scaffold15986.1_size2935:2263                 YR_only                  1             2935             2935               2935    2.3402e-05             -             -
            Rcul:scaffold52137.1_size534:18                 YR_only                  1              534              534                534    2.5807e-05             -             -
             Rcul:scaffold8913.1_size6994:1                    DIRS                  1             6994             6994               6994    2.7123e-05    8.1105e-10    3.5613e-32
           Rcul:scaffold33291.1_size828:507                 YR_only                  1              828              828                828    2.7566e-05             -             -
         Rcul:scaffold191.1_size59886:51112                 YR_only              41112            59886            59886              18775    2.9447e-05             -             -
          Rcul:scaffold9489.1_size12539:223                 YR_only                  1            10405            12539              10405    3.9129e-05             -             -
           Rcul:scaffold46160.1_size591:224                 YR_only                  1              591              591                591    7.0295e-05             -             -
        Rcul:scaffold8950.1_size18192:10564                 YR_only                564            18192            18192              17629    9.3288e-05             -             -
        Rcul:scaffold10928.1_size10500:5790             two_domains                  1            10500            10500              10500    1.0815e-04    2.2385e-35             -
