YR element hits in Vcar
=====================================================================================================================================================================================
Fragment(species:contig:YR_start_on_contig)    Structure_Indication    start_on_contig    end_on_contig    Contig_length    Fragment_length     YR_evalue     RT_evalue     MT_evalue
                    Vcar:scaffold_1:1672594             two_domains            1662594          1683385         14152940              20792    4.2395e-05             -    2.9956e-10
                    Vcar:scaffold_1:8072613             two_domains            8062613          8082927         14152940              20315    9.3306e-04             -    5.0890e-25
                     Vcar:scaffold_6:772604                     PAT             762604           783449          4088208              20846    5.5771e-27    3.9185e-33    3.3752e-32
                     Vcar:scaffold_6:727748                    DIRS             717748           738659          4088208              20912    4.5334e-22    3.9298e-33    1.5398e-33
                    Vcar:scaffold_6:4049152                    DIRS            4039152          4059997          4088208              20846    4.5334e-22    1.8855e-30    4.9192e-24
                     Vcar:scaffold_6:962790                    DIRS             952790           973431          4088208              20642    2.0223e-13    8.5535e-15    1.4499e-09
                     Vcar:scaffold_6:962536                    DIRS             952536           972646          4088208              20111    3.3659e-08    8.3370e-15    1.4308e-09
                     Vcar:scaffold_6:950494        domains_inverted             940494           960919          4088208              20426    1.7302e-04    9.4960e-18    3.0843e-09
                    Vcar:scaffold_6:1521423                 YR_only            1511423          1532421          4088208              20999    5.3206e-04             -             -
                     Vcar:scaffold_21:73320                     PAT              63320            84165          2212311              20846    5.5784e-27    2.4513e-34    3.3752e-32
                   Vcar:scaffold_21:2126231                     PAT            2116231          2137019          2212311              20789    4.1425e-10    5.5892e-27    6.2736e-32
                     Vcar:scaffold_21:80243                     PAT              70243            91031          2212311              20789    4.1425e-10    1.6319e-27    1.7185e-33
                      Vcar:scaffold_21:4474                     PAT                  1            15259          2212311              15259    5.5650e-10    1.9132e-26    7.2166e-33
                    Vcar:scaffold_21:563871                 YR_only             553871           574869          2212311              20999    5.3209e-04             -             -
                    Vcar:scaffold_68:103835                    DIRS              93835           114680           355786              20846    7.1776e-27    1.6118e-32    9.8081e-33
                    Vcar:scaffold_20:532838                     PAT             522838           543683          2242664              20846    4.3346e-26    2.5012e-32    1.1272e-33
                    Vcar:scaffold_20:201008                     PAT             191008           211895          2242664              20888    1.7264e-19    2.6031e-38    3.4309e-37
                    Vcar:scaffold_20:976266                 YR_only             966266           986454          2242664              20189    1.8817e-08             -             -
                   Vcar:scaffold_20:1387550                    DIRS            1377550          1398140          2242664              20591    3.3662e-08    9.2605e-37    2.3240e-36
                   Vcar:scaffold_20:1507294                 YR_only            1497294          1517455          2242664              20162    3.3245e-06             -             -
                    Vcar:scaffold_20:559139        domains_inverted             549139           570137          2242664              20999    9.8603e-05    1.0169e-24    8.8956e-24
                    Vcar:scaffold_101:54875                    DIRS              44875            65702            84192              20828    1.7735e-24    1.5504e-33    1.1272e-33
                    Vcar:scaffold_7:2142285                    DIRS            2132285          2153196          3776277              20912    1.4480e-23    3.8150e-35    4.1815e-24
                    Vcar:scaffold_7:2823084                     PAT            2813084          2833971          3776277              20888    2.2869e-19    9.2684e-37    4.3158e-36
                    Vcar:scaffold_7:2512286                     PAT            2502286          2522474          3776277              20189    7.8434e-09    1.3331e-32    2.0037e-35
                     Vcar:scaffold_7:242619                 YR_only             232619           253044          3776277              20426    2.1633e-03             -             -
                     Vcar:scaffold_15:81967                    DIRS              71967            92878          2795353              20912    6.1075e-23    1.5031e-35    2.8571e-33
                    Vcar:scaffold_15:715957                    DIRS             705957           726295          2795353              20339    1.8092e-09    3.0120e-34    3.1677e-32
                   Vcar:scaffold_15:2097340                 YR_only            2087340          2107561          2795353              20222    7.4442e-05             -             -
                     Vcar:scaffold_15:38458                    DIRS              28458            49003          2795353              20546    9.8633e-05    1.3148e-18    1.8378e-30
                     Vcar:scaffold_80:93959        domains_inverted              83959           104870           211060              20912    7.7668e-23    3.8546e-23    5.3011e-33
                     Vcar:scaffold_80:81220                    DIRS              71220            91396           211060              20177    7.3333e-05    9.8500e-28    3.3438e-30
                    Vcar:scaffold_80:128491                 YR_only             118491           138655           211060              20165    3.7380e-03             -             -
                   Vcar:scaffold_18:1378576                 YR_only            1368576          1389445          2325370              20870    1.0816e-22             -             -
                   Vcar:scaffold_29:1371122        domains_inverted            1361122          1382024          1737278              20903    1.0830e-22    1.5297e-09    1.3839e-16
                     Vcar:scaffold_38:41454                    DIRS              31454            52365           997711              20912    1.8612e-22    2.7911e-35    5.4509e-31
                    Vcar:scaffold_38:647474                     PAT             637474           658091           997711              20618    1.5248e-19    5.2234e-33    9.6605e-33
                    Vcar:scaffold_38:647181                     PAT             637181           657417           997711              20237    1.5248e-19    5.3526e-33    9.8347e-33
                    Vcar:scaffold_38:328548                    DIRS             318548           339432           997711              20885    3.3334e-17    5.9041e-11    1.0980e-35
                    Vcar:scaffold_38:293680             two_domains             283680           303949           997711              20270    4.4619e-07             -    3.1125e-04
                    Vcar:scaffold_38:569616             two_domains             559616           580614           997711              20999    3.9785e-04    1.1890e-19             -
                    Vcar:scaffold_38:854972                 YR_only             844972           865970           997711              20999    5.2681e-04             -             -
                    Vcar:scaffold_38:112287                kangaroo             102287           123285           997711              20999    6.9752e-04    2.1571e-25    3.5077e-25
                    Vcar:scaffold_3:3224664             two_domains            3214664          3235575          5144379              20912    1.9233e-22             -    2.1861e-17
                    Vcar:scaffold_3:2661893                     PAT            2651893          2672780          5144379              20888    1.7271e-19    9.2605e-37    4.3158e-36
                    Vcar:scaffold_3:2018077                     PAT            2008077          2028964          5144379              20888    2.2854e-19    9.2605e-37    4.3158e-36
                    Vcar:scaffold_3:2887833             two_domains            2877833          2898054          5144379              20222    3.0354e-04             -    2.4056e-03
                    Vcar:scaffold_3:4383019                 YR_only            4373019          4393183          5144379              20165    4.0193e-04             -             -
                    Vcar:scaffold_3:5141310                 YR_only            5131310          5144379          5144379              13070    9.3271e-04             -             -
                    Vcar:scaffold_3:3056380                 YR_only            3046380          3066805          5144379              20426    3.7876e-03             -             -
                    Vcar:scaffold_14:713193                     PAT             703193           724104          2864664              20912    3.3951e-22    2.0483e-35    6.0911e-34
                    Vcar:scaffold_14:140277        domains_inverted             130277           151113          2864664              20837    7.7712e-22    2.2945e-18    1.8597e-07
                    Vcar:scaffold_14:141109        domains_inverted             131109           151180          2864664              20072    7.7712e-22    2.3034e-18    1.8636e-07
                    Vcar:scaffold_14:455572                    DIRS             445572           465898          2864664              20327    2.4989e-06    4.1566e-23    2.6548e-22
                   Vcar:scaffold_14:2205082                 YR_only            2195082          2216047          2864664              20966    2.1602e-03             -             -
                   Vcar:scaffold_12:2284193                     PAT            2274193          2295098          3026871              20906    4.3283e-22    3.6569e-37    1.4327e-37
                   Vcar:scaffold_12:2957219             two_domains            2947219          2967764          3026871              20546    2.5049e-08    5.2233e-03             -
                   Vcar:scaffold_12:2957767             two_domains            2947767          2967826          3026871              20060    2.5049e-08    5.2120e-03             -
                   Vcar:scaffold_12:3020195             two_domains            3010195          3026871          3026871              16677    7.0383e-08    5.1083e-03             -
                   Vcar:scaffold_12:3020133             two_domains            3010133          3026871          3026871              16739    7.0383e-08    5.1083e-03             -
                   Vcar:scaffold_12:2956935             two_domains            2946935          2967267          3026871              20333    3.2701e-06    5.2288e-03             -
                   Vcar:scaffold_12:3020692             two_domains            3010692          3026871          3026871              16180    7.6583e-06    5.1083e-03             -
                   Vcar:scaffold_12:2947650             two_domains            2937650          2957709          3026871              20060    3.3383e-04    5.3200e-03             -
                   Vcar:scaffold_12:2947712             two_domains            2937712          2958008          3026871              20297    3.3383e-04    5.3215e-03             -
                    Vcar:scaffold_75:168985                     PAT             158985           179890           259541              20906    1.2697e-21    3.6569e-37    1.4327e-37
                    Vcar:scaffold_75:226278                    DIRS             216278           237183           259541              20906    2.9852e-21    1.0591e-37    1.4327e-37
                    Vcar:scaffold_52:187096                    DIRS             177096           197725           600915              20630    3.8345e-21    5.1861e-35    9.8347e-33
                    Vcar:scaffold_52:187818                    DIRS             177818           198006           600915              20189    3.8345e-21    4.8388e-35    9.3821e-33
                   Vcar:scaffold_11:2063057             two_domains            2053057          2073968          3070815              20912    5.8512e-21             -    6.2769e-32
                   Vcar:scaffold_11:1907407                     PAT            1897407          1918294          3070815              20888    1.7213e-19    1.5031e-35    6.9922e-15
                   Vcar:scaffold_11:2393615             two_domains            2383615          2404523          3070815              20909    9.2086e-19    3.3576e-04             -
                    Vcar:scaffold_8:3617473                 YR_only            3607473          3628153          3801926              20681    1.8532e-20             -             -
                    Vcar:scaffold_8:3617250                 YR_only            3607250          3627360          3801926              20111    1.8532e-20             -             -
                     Vcar:scaffold_8:367791             two_domains             357791           378432          3801926              20642    4.7939e-14             -    2.6050e-09
                    Vcar:scaffold_100:59602             two_domains              49602            70489            83517              20888    4.0094e-20             -    1.4058e-28
                      Vcar:scaffold_5:77596                    DIRS              67596            88498          4210000              20903    1.2516e-19    5.7048e-16    1.4958e-08
                      Vcar:scaffold_67:1376                     PAT                  1            12263           408611              12263    1.7155e-19    9.2605e-37    4.3158e-36
                    Vcar:scaffold_49:472177                    DIRS             462177           483064           617705              20888    1.7176e-19    9.2605e-37    4.3158e-36
                     Vcar:scaffold_61:43392                    DIRS              33392            54279           392496              20888    2.1230e-19    9.2605e-37    4.3158e-36
                   Vcar:scaffold_30:1357539                     PAT            1347539          1368426          1623949              20888    2.2642e-19    9.2684e-37    4.3158e-36
                    Vcar:scaffold_30:307385                 YR_only             297385           317891          1623949              20507    2.8760e-15             -             -
                   Vcar:scaffold_19:1537505                     PAT            1527505          1548392          2264312              20888    2.2842e-19    9.2605e-37    4.3158e-36
                   Vcar:scaffold_19:2161329             two_domains            2151329          2172216          2264312              20888    1.2201e-18             -    2.3240e-36
                    Vcar:scaffold_19:812511                 YR_only             802511           823056          2264312              20546    5.5647e-10             -             -
                   Vcar:scaffold_19:1565237                    DIRS            1555237          1576148          2264312              20912    4.3645e-09    5.6625e-25    1.2706e-23
                    Vcar:scaffold_19:923504                 YR_only             913504           934502          2264312              20999    5.3207e-04             -             -
                   Vcar:scaffold_19:1560964        domains_inverted            1550964          1571440          2264312              20477    2.1624e-03    6.6114e-25    1.6951e-23
                   Vcar:scaffold_19:1568636                    DIRS            1558636          1579121          2264312              20486    5.0108e-03    4.1105e-25    4.2210e-24
                    Vcar:scaffold_4:2597884                     PAT            2587884          2608771          4364490              20888    2.2872e-19    9.2605e-37    4.3158e-36
                    Vcar:scaffold_4:2391679                    DIRS            2381679          2402566          4364490              20888    1.2216e-18    4.8824e-19    5.6721e-27
                    Vcar:scaffold_4:1088875                 YR_only            1078875          1099633          4364490              20759    2.5186e-08             -             -
                    Vcar:scaffold_4:2797188             two_domains            2787188          2808045          4364490              20858    4.5168e-07             -    3.2394e-03
                    Vcar:scaffold_4:2384309                    DIRS            2374309          2394419          4364490              20111    2.2927e-04    7.3620e-39    4.7477e-28
                    Vcar:scaffold_4:4070419                 YR_only            4060419          4080844          4364490              20426    1.6346e-03             -             -
                    Vcar:scaffold_125:18113                    DIRS               8113            20902            20902              12790    4.4631e-19    9.2605e-37    4.3158e-36
                    Vcar:scaffold_9:1034551                     PAT            1024551          1045438          3700720              20888    1.2182e-18    1.5099e-10    2.3240e-36
                    Vcar:scaffold_9:2495248                 YR_only            2485248          2505787          3700720              20540    6.4278e-14             -             -
                    Vcar:scaffold_9:3478209                     PAT            3468209          3488997          3700720              20789    4.1392e-10    8.8158e-28    1.3388e-32
                     Vcar:scaffold_9:264930                     PAT             254930           275718          3700720              20789    2.4247e-09    1.6319e-27    1.3388e-32
                     Vcar:scaffold_9:651715                 YR_only             641715           662473          3700720              20759    2.5153e-08             -             -
                     Vcar:scaffold_9:875895                 YR_only             865895           886056          3700720              20162    1.3054e-04             -             -
                     Vcar:scaffold_9:885233                 YR_only             875233           895331          3700720              20099    2.1612e-03             -             -
                   Vcar:scaffold_16:2340751                    DIRS            2330751          2351656          2599759              20906    1.2209e-18    2.6851e-37    9.1822e-37
                     Vcar:scaffold_812:1020             two_domains                  1             2978             2978               2978    3.7664e-18             -    2.3448e-33
                   Vcar:scaffold_26:2061768                    DIRS            2051768          2072661          2076472              20894    1.9560e-17    2.3895e-05    6.3466e-08
                   Vcar:scaffold_26:1392924             two_domains            1382924          1403349          2076472              20426    6.6236e-03    1.3315e-14             -
                    Vcar:scaffold_107:55963                    DIRS              45963            64799            64799              18837    4.2700e-17    4.2361e-34    6.7649e-32
                    Vcar:scaffold_107:57010                    DIRS              47010            64799            64799              17790    3.6937e-09    4.2361e-34    6.7649e-32
                    Vcar:scaffold_25:506794                     PAT             496794           517675          2021753              20882    7.8309e-17    9.2605e-37    3.7642e-35
                   Vcar:scaffold_25:2005814                 YR_only            1995814          2016341          2021753              20528    2.1628e-03             -             -
                    Vcar:scaffold_2:4968990                 YR_only            4958990          4979478          5167202              20489    1.0337e-16             -             -
                    Vcar:scaffold_2:1384943                     PAT            1374943          1395731          5167202              20789    4.1452e-10    1.8394e-04    1.3388e-32
                    Vcar:scaffold_2:3631086                     PAT            3621086          3641874          5167202              20789    2.4282e-09    1.6319e-27    1.3388e-32
                     Vcar:scaffold_2:845891             two_domains             835891           856454          5167202              20564    1.8828e-08             -    1.9005e-24
                     Vcar:scaffold_2:529316             two_domains             519316           540281          5167202              20966    9.3303e-04    2.2978e-18             -
                    Vcar:scaffold_2:5078595             two_domains            5068595          5088912          5167202              20318    2.1635e-03             -    4.2270e-14
                    Vcar:scaffold_45:265216                 YR_only             255216           275722           747447              20507    1.3505e-16             -             -
                    Vcar:scaffold_72:188266             two_domains             178266           199084           292328              20819    1.7745e-16             -    6.4035e-30
                     Vcar:scaffold_84:65129                    DIRS              55129            75899           205037              20771    2.3124e-16    3.0029e-33    5.0734e-29
                     Vcar:scaffold_84:98418                 YR_only              88418           109203           205037              20786    1.4106e-07             -             -
                   Vcar:scaffold_31:1053694                 YR_only            1043694          1063813          1577870              20120    1.1182e-14             -             -
                   Vcar:scaffold_31:1053891                 YR_only            1043891          1064202          1577870              20312    1.1182e-14             -             -
                   Vcar:scaffold_31:1028164                    DIRS            1018164          1038952          1577870              20789    3.0824e-10    2.0061e-16    2.1577e-31
                    Vcar:scaffold_31:534132             two_domains             524132           544701          1577870              20570    3.3881e-07             -    1.4979e-08
                    Vcar:scaffold_31:535724             two_domains             525724           545831          1577870              20108    3.1956e-05             -    1.4597e-08
                    Vcar:scaffold_31:291699                 YR_only             281699           302184          1577870              20486    2.1620e-03             -             -
                    Vcar:scaffold_62:301842                 YR_only             291842           312351           408265              20510    1.5499e-14             -             -
                    Vcar:scaffold_62:305132                 YR_only             295132           315980           408265              20849    2.8867e-11             -             -
                    Vcar:scaffold_62:342373                    DIRS             332373           352561           408265              20189    1.8756e-06    1.1824e-29    2.8245e-32
                    Vcar:scaffold_62:341681                    DIRS             331681           352190           408265              20510    5.8419e-06    1.1863e-29    3.0237e-32
                    Vcar:scaffold_62:305916                 YR_only             295916           316038           408265              20123    9.2959e-04             -             -
                     Vcar:scaffold_247:2598             two_domains                  1             7689             7689               7689    2.6159e-14    2.9208e-15             -
                    Vcar:scaffold_93:139308             two_domains             129308           141124           141124              11817    1.1251e-13    4.8063e-20             -
                    Vcar:scaffold_44:815270        domains_inverted             805270           825932           826038              20663    2.5136e-12    2.2759e-14    7.8769e-36
                    Vcar:scaffold_44:815026        domains_inverted             805026           825304           826038              20279    2.8386e-04    1.5177e-14    8.0139e-36
                    Vcar:scaffold_44:809005        domains_inverted             799005           819082           826038              20078    1.5336e-03    2.9443e-37    1.0214e-35
                    Vcar:scaffold_39:413152                    DIRS             403152           423664           961403              20513    8.8978e-12    8.4843e-34    1.0126e-28
                     Vcar:scaffold_684:1328             two_domains                  1             3289             3289               3289    6.8298e-11             -    3.9745e-34
                    Vcar:scaffold_77:345705                 YR_only             335705           356514           367972              20810    1.1891e-10             -             -
                    Vcar:scaffold_64:155766                    DIRS             145766           166194           398569              20429    5.8196e-09    4.1620e-27    9.2157e-35
                    Vcar:scaffold_121:19711                    DIRS               9711            25489            25489              15779    7.3472e-08    3.3919e-12    8.3312e-09
                    Vcar:scaffold_121:20259                    DIRS              10259            25489            25489              15231    7.3472e-08    3.3970e-12    8.2560e-09
                    Vcar:scaffold_121:19427                    DIRS               9427            25489            25489              16063    3.1202e-06    3.3894e-12    8.3660e-09
                    Vcar:scaffold_69:215056                    DIRS             205056           225244           334651              20189    1.8989e-07    4.4537e-34    1.6651e-26
                    Vcar:scaffold_69:270749                 YR_only             260749           281747           334651              20999    3.0233e-04             -             -
                    Vcar:scaffold_34:700429                    DIRS             690429           710617          1155472              20189    3.3860e-07    2.7462e-31    2.0037e-35
                    Vcar:scaffold_34:334409                 YR_only             324409           345407          1155472              20999    5.3169e-04             -             -
                   Vcar:scaffold_27:1811040                 YR_only            1801040          1821798          1897783              20759    7.6695e-06             -             -
                   Vcar:scaffold_13:1028151             two_domains            1018151          1038357          3089856              20207    3.1947e-05             -    1.1533e-12
                     Vcar:scaffold_47:99649        domains_inverted              89649           110647           695315              20999    1.7102e-04    2.1888e-23    2.2194e-25
                     Vcar:scaffold_353:4941        domains_inverted                  1             5291             5291               5291    2.3180e-04    3.8837e-31    2.2704e-03
                    Vcar:scaffold_66:417333                 YR_only             407333           428331           443023              20999    5.3093e-04             -             -
                     Vcar:scaffold_847:1606                 YR_only                  1             2899             2899               2899    5.4524e-04             -             -
                    Vcar:scaffold_37:732296        domains_inverted             722296           742613          1011040              20318    2.1606e-03    1.0422e-21    4.1258e-22
                    Vcar:scaffold_37:733366        domains_inverted             723366           743683          1011040              20318    2.8593e-03    1.0591e-21    4.1865e-22
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Indications are structural and not phylogenetic.
Indications depend on Ugene parameters.
1. pat1-like: ==>=RT=MT=>>=>=YR=>>=.
2. kangaroo: ==>=RT=MT=>>=>=RY=>>=.
3. PAT: =>RT=MT=YR=>>=>=>>.
4. dirs1-like: =>=RT=MT=YR=<>>=<<=.
5. Ngaro or Viper: =>RT=YR=>>=>=>>=.
