YR element hits in Dpul
=====================================================================================================================================================================================
Fragment(species:contig:YR_start_on_contig)    Structure_Indication    start_on_contig    end_on_contig    Contig_length    Fragment_length     YR_evalue     RT_evalue     MT_evalue
                    Dpul:scaffold_65:623586                    DIRS             613586           634425           729016              20840    9.9096e-63    4.9016e-37    1.8468e-29
                    Dpul:scaffold_65:356389             two_domains             346389           367216           729016              20828    3.1927e-58             -    1.3234e-31
                   Dpul:scaffold_30:1062258                    DIRS            1052258          1073097          1199123              20840    1.0074e-62    3.3878e-50    1.0462e-36
                    Dpul:scaffold_173:38901              dirs1-like              28901            49737           244838              20837    3.2950e-62    2.1972e-49    2.2252e-37
                   Dpul:scaffold_132:133831              dirs1-like             123831           144658           328077              20828    6.0012e-62    7.6566e-49    2.6475e-36
                   Dpul:scaffold_132:164063                    DIRS             154063           174899           328077              20837    1.4642e-59    4.1048e-49    5.8373e-35
                   Dpul:scaffold_136:128890                    DIRS             118890           139714           309438              20825    1.1111e-61    1.6731e-13    2.0123e-34
                    Dpul:scaffold_338:25083              dirs1-like              15083            35919            83582              20837    1.4498e-61    3.4274e-45    1.3241e-31
                     Dpul:scaffold_776:9291                    DIRS                  1            17015            17015              17015    2.5769e-61    2.0894e-47    2.4022e-38
                     Dpul:scaffold_95:43424                    DIRS              33424            54260           476616              20837    2.8630e-61    6.7080e-44    2.0754e-32
                    Dpul:scaffold_26:412023              dirs1-like             402023           422868          1248150              20846    2.9013e-61    2.0809e-46    4.9132e-36
                    Dpul:scaffold_26:569118                    DIRS             559118           579555          1248150              20438    1.7003e-48    2.2956e-33    1.3963e-22
                    Dpul:scaffold_26:569569                    DIRS             559569           579952          1248150              20384    1.7003e-48    2.2968e-33    1.3972e-22
                   Dpul:scaffold_26:1151701                    DIRS            1141701          1161856          1248150              20156    6.5987e-12    4.8545e-05    4.6674e-11
                   Dpul:scaffold_26:1151549                    DIRS            1141549          1161692          1248150              20144    6.5987e-12    4.8615e-05    4.6843e-11
                    Dpul:scaffold_161:40248              dirs1-like              30248            51084           273147              20837    3.8146e-61    1.6227e-44    6.1832e-40
                   Dpul:scaffold_235:125999                    DIRS             115999           131260           131260              15262    6.6774e-61    1.8206e-48    6.3447e-37
                   Dpul:scaffold_235:102351        domains_inverted              92351           112998           131260              20648    5.7139e-21    1.1708e-05    6.4296e-25
                   Dpul:scaffold_235:103012        domains_inverted              93012           113194           131260              20183    5.7139e-21    1.1730e-05    6.4821e-25
                    Dpul:scaffold_110:52944              dirs1-like              42944            63783           421644              20840    6.9013e-61    2.5112e-45    3.4687e-38
                   Dpul:scaffold_110:160861             two_domains             150861           171043           421644              20183    2.4412e-03             -    1.1912e-06
                    Dpul:scaffold_34:457705              dirs1-like             447705           468541          1101474              20837    9.6782e-61    2.4074e-47    1.2861e-33
                    Dpul:scaffold_34:443484                    DIRS             433484           454323          1101474              20840    2.4187e-60    3.0055e-49    1.5667e-39
                    Dpul:scaffold_34:728556                 YR_only             718556           738741          1101474              20186    3.6380e-09             -             -
                    Dpul:scaffold_37:643430                    DIRS             633430           654272          1048454              20843    1.3166e-60    5.9254e-42    3.5033e-28
                    Dpul:scaffold_37:413539                    DIRS             403539           424021          1048454              20483    1.6746e-45    1.4441e-43    2.2267e-37
                    Dpul:scaffold_37:414069                    DIRS             404069           424371          1048454              20303    1.6746e-45    1.3454e-43    2.1394e-37
                    Dpul:scaffold_58:707490              dirs1-like             697490           718326           747206              20837    1.8031e-60    2.6631e-48    3.6056e-36
                    Dpul:scaffold_55:721859             two_domains             711859           732701           869239              20843    2.3919e-60             -    4.4300e-33
                    Dpul:scaffold_55:611696              dirs1-like             601696           622172           869239              20477    5.5512e-39    1.2119e-38    1.8169e-22
                    Dpul:scaffold_55:539969                 YR_only             529969           550454           869239              20486    8.8623e-25             -             -
                    Dpul:scaffold_55:612010              dirs1-like             602010           622390           869239              20381    2.0104e-10    1.2116e-38    1.8163e-22
                    Dpul:scaffold_55:612444              dirs1-like             602444           622545           869239              20102    2.0104e-10    1.2114e-38    1.8160e-22
                    Dpul:scaffold_78:414935                    DIRS             404935           425777           576004              20843    4.3118e-60    3.8828e-46    1.8682e-38
                   Dpul:scaffold_122:143328             two_domains             133328           154161           378429              20834    4.3903e-60    4.8824e-18             -
                   Dpul:scaffold_16:1506279              dirs1-like            1496279          1517115          1679881              20837    1.4683e-59    4.3936e-47    5.8373e-35
                    Dpul:scaffold_67:358832                    DIRS             348832           369656           727487              20825    1.5096e-59    2.6007e-16    6.5439e-23
                    Dpul:scaffold_27:807254              dirs1-like             797254           818084          1252696              20831    2.0257e-59    4.9491e-43    1.2854e-33
                    Dpul:scaffold_27:436840              dirs1-like             426840           447667          1252696              20828    4.7553e-55    9.4842e-18    5.6401e-37
                    Dpul:scaffold_27:597829             two_domains             587829           608332          1252696              20504    2.3070e-41    3.5421e-04             -
                    Dpul:scaffold_27:597561             two_domains             587561           607809          1252696              20249    2.3070e-41    3.4836e-04             -
                    Dpul:scaffold_27:253618                    DIRS             243618           264067          1252696              20450    5.6368e-29    4.3177e-29    8.6816e-34
                    Dpul:scaffold_27:253406                    DIRS             243406           263624          1252696              20219    5.6368e-29    4.3966e-29    8.8331e-34
                    Dpul:scaffold_27:875905                 YR_only             865905           886198          1252696              20294    6.7319e-22             -             -
                   Dpul:scaffold_216:173460                    DIRS             163460           179723           179723              16264    2.7042e-59    4.6279e-50    1.4771e-34
                    Dpul:scaffold_197:99402              dirs1-like              89402           110238           180382              20837    8.8177e-59    4.6207e-50    3.7347e-34
                   Dpul:scaffold_156:198475              dirs1-like             188475           209302           263362              20828    1.5431e-58    9.3651e-04    6.6949e-36
                    Dpul:scaffold_6748:1114                 YR_only                  1             1847             1847               1847    2.7810e-58             -             -
                     Dpul:scaffold_69:49124        domains_inverted              39124            59963           678846              20840    7.9932e-58    1.8369e-36    2.0306e-03
                    Dpul:scaffold_69:572661                    DIRS             562661           583152           678846              20492    1.3658e-54    1.6152e-06    2.7676e-32
                    Dpul:scaffold_69:573158                    DIRS             563158           583508           678846              20351    1.3658e-54    1.6222e-06    2.8265e-32
                    Dpul:scaffold_69:259390              dirs1-like             249390           270037           678846              20648    1.1178e-50    1.9016e-43    3.9097e-30
                    Dpul:scaffold_69:260052              dirs1-like             250052           270222           678846              20171    1.1178e-50    1.9485e-43    3.9494e-30
                    Dpul:scaffold_4799:1142             two_domains                  1             4011             4011               4011    4.4437e-57             -    3.6112e-36
                    Dpul:scaffold_279:77498             two_domains              67498            88334           102326              20837    8.4894e-57             -    6.2016e-17
                    Dpul:scaffold_279:12033              dirs1-like               2033            22269           102326              20237    4.9198e-22    1.0090e-51    4.2729e-33
                   Dpul:scaffold_190:116533                    DIRS             106533           127372           207227              20840    8.6860e-57    3.5610e-25    1.3241e-31
                    Dpul:scaffold_93:229965              dirs1-like             219965           240801           480070              20837    1.6632e-56    3.0795e-45    1.2886e-08
                    Dpul:scaffold_1052:5054             two_domains                  1            15881            34767              15881    3.6260e-55             -    5.6401e-37
                    Dpul:scaffold_525:71482             two_domains              61482            72290            72290              10809    1.9965e-54             -    5.9409e-28
                    Dpul:scaffold_82:456744              dirs1-like             446744           467370           564057              20627    2.3232e-54    5.3150e-52    1.5565e-30
                    Dpul:scaffold_82:457382              dirs1-like             447382           467582           564057              20201    2.3232e-54    2.8741e-52    1.2761e-30
                    Dpul:scaffold_82:452005                    DIRS             442005           462484           564057              20480    3.8171e-22    6.3158e-51    2.8456e-30
                    Dpul:scaffold_82:202217             two_domains             192217           212645           564057              20429    1.2860e-12             -    4.7528e-14
                    Dpul:scaffold_82:451653                    DIRS             441653           461820           564057              20168    1.5489e-05    6.7963e-51    2.9008e-30
                    Dpul:scaffold_82:201904             two_domains             191904           211990           564057              20087    4.5783e-04             -    4.7594e-14
                    Dpul:scaffold_82:202002             two_domains             192002           212124           564057              20123    4.5783e-04             -    4.7580e-14
                    Dpul:scaffold_57:118407              dirs1-like             108407           129171           797877              20765    2.9901e-54    1.6073e-44    1.5578e-39
                    Dpul:scaffold_57:378008              dirs1-like             368008           388655           797877              20648    7.1457e-50    1.4755e-41    1.5067e-32
                    Dpul:scaffold_57:377817              dirs1-like             367817           387987           797877              20171    7.1457e-50    1.5071e-41    1.5238e-32
                    Dpul:scaffold_4279:1259              dirs1-like                  1             6012             6012               6012    5.8630e-54    2.4365e-50    2.0623e-35
                     Dpul:scaffold_4462:204                 YR_only                  1             4749             4749               4749    2.0096e-53             -             -
                     Dpul:scaffold_4462:758                 YR_only                  1             4749             4749               4749    2.0096e-53             -             -
                      Dpul:scaffold_48:2141                    DIRS                  1            12617           945889              12617    2.6118e-53    4.9583e-19    5.6784e-36
                      Dpul:scaffold_48:1780                    DIRS                  1            12142           945889              12142    2.6118e-53    4.9583e-19    5.6784e-36
                    Dpul:scaffold_48:528270                    DIRS             518270           538899           945889              20630    1.1621e-43    3.0400e-37    4.3989e-33
                    Dpul:scaffold_48:875352                    DIRS             865352           886008           945889              20657    6.6931e-32    1.9507e-43    3.8495e-32
                    Dpul:scaffold_48:875755                    DIRS             865755           886186           945889              20432    8.1301e-20    1.8483e-43    3.7592e-32
                   Dpul:scaffold_22:1178358              dirs1-like            1168358          1188675          1403856              20318    3.3526e-53    3.2241e-31    2.7472e-32
                   Dpul:scaffold_22:1178704              dirs1-like            1168704          1189189          1403856              20486    3.3526e-53    3.3555e-31    2.8324e-32
                   Dpul:scaffold_22:1270307              dirs1-like            1260307          1280618          1403856              20312    5.2479e-27    2.1603e-18    2.8996e-28
                   Dpul:scaffold_22:1269889              dirs1-like            1259889          1280203          1403856              20315    3.7964e-13    2.1585e-18    2.9607e-28
                   Dpul:scaffold_22:1377551             two_domains            1367551          1387886          1403856              20336    1.1150e-05             -    1.2347e-08
                    Dpul:scaffold_349:28560                    DIRS              18560            39357            58022              20798    1.6175e-52    7.0422e-48    6.4528e-38
                    Dpul:scaffold_68:305349              dirs1-like             295349           316119           677430              20771    2.8749e-52    1.9910e-48    2.3760e-33
                   Dpul:scaffold_118:352402                    DIRS             342402           363214           390821              20813    1.6868e-51    6.8816e-36    6.0308e-33
                   Dpul:scaffold_118:286375                 YR_only             276375           296605           390821              20231    3.6425e-14             -             -
                   Dpul:scaffold_118:286734                 YR_only             276734           296805           390821              20072    3.6425e-14             -             -
                   Dpul:scaffold_118:286700                 YR_only             276700           296738           390821              20039    3.6425e-14             -             -
                   Dpul:scaffold_104:340248              dirs1-like             330248           350550           442488              20303    1.7631e-51    2.0590e-44    6.4520e-36
                   Dpul:scaffold_104:339724              dirs1-like             329724           350161           442488              20438    1.7631e-51    2.2145e-44    6.6949e-36
                   Dpul:scaffold_104:291025             two_domains             281025           301435           442488              20411    2.0941e-24             -    2.9648e-20
                   Dpul:scaffold_104:291399             two_domains             281399           301869           442488              20471    1.3277e-11             -    3.0082e-20
                    Dpul:scaffold_45:407397                    DIRS             397397           418161           945371              20765    9.3075e-50    1.3844e-27    9.9920e-39
                    Dpul:scaffold_45:407314                    DIRS             397314           417397           945371              20084    9.3075e-50    1.3911e-27    1.0055e-38
                    Dpul:scaffold_38:269852              dirs1-like             259852           280202          1091505              20351    1.2170e-49    2.5774e-51    6.4278e-11
                    Dpul:scaffold_38:269379              dirs1-like             259379           279816          1091505              20438    1.2170e-49    2.8234e-51    6.4831e-11
                    Dpul:scaffold_84:227079              dirs1-like             217079           237675           554210              20597    2.0640e-49    8.2883e-50    2.3534e-33
                    Dpul:scaffold_84:227663              dirs1-like             217663           237905           554210              20243    2.0640e-49    8.6351e-50    2.3864e-33
                    Dpul:scaffold_158:77473              dirs1-like              67473            88159           258546              20687    2.8895e-49    1.9927e-51    9.6482e-32
                    Dpul:scaffold_158:77337              dirs1-like              67337            87510           258546              20174    6.6721e-07    2.0466e-51    9.7229e-32
                     Dpul:scaffold_246:6995                    DIRS                  1            17297           119500              17297    1.1299e-47    8.1499e-03    3.1001e-26
                     Dpul:scaffold_246:6466                    DIRS                  1            16954           119500              16954    1.1299e-47    8.1453e-03    3.1001e-26
                    Dpul:scaffold_92:269334                    DIRS             259334           279882           500392              20549    2.4326e-47    8.5762e-05    9.9123e-13
                    Dpul:scaffold_92:269876                    DIRS             259876           280166           500392              20291    2.4326e-47    8.5197e-05    9.7970e-13
                    Dpul:scaffold_92:245231        domains_inverted             235231           255827           500392              20597    5.0715e-07    4.4782e-29    1.1976e-24
                    Dpul:scaffold_94:185130                    DIRS             175130           195969           501917              20840    3.9468e-47    9.8506e-46    4.7660e-21
                    Dpul:scaffold_50:522515              dirs1-like             512515           533105           887758              20591    9.1495e-47    1.3079e-22    1.8682e-38
                    Dpul:scaffold_50:522271              dirs1-like             512271           532510           887758              20240    9.1495e-47    1.3091e-22    1.7801e-38
                    Dpul:scaffold_50:661669                    DIRS             651669           671872           887758              20204    4.3132e-15    1.0083e-05    2.8949e-23
                    Dpul:scaffold_50:663991                    DIRS             653991           674221           887758              20231    8.7715e-06    1.1058e-05    2.8844e-23
                    Dpul:scaffold_105:84166              dirs1-like              74166            94981           439369              20816    3.3539e-46    3.2150e-32    2.8995e-30
                   Dpul:scaffold_105:320349             two_domains             310349           330825           439369              20477    2.8180e-36             -    5.0493e-18
                   Dpul:scaffold_105:321026             two_domains             311026           331190           439369              20165    2.8180e-36             -    5.0554e-18
                   Dpul:scaffold_105:320875             two_domains             310875           331024           439369              20150    2.8180e-36             -    5.0540e-18
                    Dpul:scaffold_21:456564              dirs1-like             446564           467148          1469790              20585    3.4177e-46    2.2176e-37    1.2289e-15
                    Dpul:scaffold_21:457160              dirs1-like             447160           467399          1469790              20240    3.4177e-46    2.2189e-37    1.2304e-15
                    Dpul:scaffold_1824:7116                    DIRS                  1             8070             8070               8070    1.0964e-45    2.2260e-37    2.3767e-22
                    Dpul:scaffold_33:204663              dirs1-like             194663           215313          1099917              20651    5.0259e-44    5.1416e-41    7.2987e-39
                    Dpul:scaffold_33:205331              dirs1-like             195331           215447          1099917              20117    5.0259e-44    5.2212e-41    7.3760e-39
                    Dpul:scaffold_33:204616              dirs1-like             194616           214660          1099917              20045    5.0259e-44    4.7246e-41    6.8959e-39
                    Dpul:scaffold_33:919277                 YR_only             909277           929525          1099917              20249    1.5354e-26             -             -
                    Dpul:scaffold_33:919525                 YR_only             909525           929878          1099917              20354    1.5354e-26             -             -
                    Dpul:scaffold_33:919875                 YR_only             909875           929985          1099917              20111    1.5354e-26             -             -
                     Dpul:scaffold_33:25972                 YR_only              15972            36157          1099917              20186    6.3927e-13             -             -
                     Dpul:scaffold_33:24243                 YR_only              14243            34428          1099917              20186    6.3927e-13             -             -
                     Dpul:scaffold_33:20764                 YR_only              10764            30949          1099917              20186    6.3927e-13             -             -
                     Dpul:scaffold_33:25877                 YR_only              15877            35963          1099917              20087    6.3927e-13             -             -
                     Dpul:scaffold_33:24148                 YR_only              14148            34234          1099917              20087    6.3927e-13             -             -
                     Dpul:scaffold_33:20669                 YR_only              10669            30755          1099917              20087    6.3927e-13             -             -
                    Dpul:scaffold_33:128882                 YR_only             118882           139238          1099917              20357    7.9974e-04             -             -
                   Dpul:scaffold_189:147472        domains_inverted             137472           158203           229610              20732    1.5202e-43    3.4285e-23    5.2426e-32
                   Dpul:scaffold_189:148208        domains_inverted             138208           158315           229610              20108    1.5202e-43    3.4260e-23    5.0077e-32
                   Dpul:scaffold_189:153732              dirs1-like             143732           164031           229610              20300    7.5228e-36    3.3432e-23    1.5772e-32
                   Dpul:scaffold_189:154115              dirs1-like             144115           164372           229610              20258    7.5228e-36    3.3400e-23    1.1441e-32
                   Dpul:scaffold_141:102858              dirs1-like              92858           113325           303941              20468    5.6935e-43    1.6293e-47    3.1781e-33
                   Dpul:scaffold_141:103372              dirs1-like              93372           113683           303941              20312    5.6935e-43    1.7286e-47    3.2506e-33
                   Dpul:scaffold_114:240250                    DIRS             230250           250990           379566              20741    8.8190e-43    8.2224e-22    9.7229e-32
                   Dpul:scaffold_114:346119             two_domains             336119           356370           379566              20252    5.0454e-08             -    1.0401e-13
                   Dpul:scaffold_114:345884             two_domains             335884           356183           379566              20300    1.4786e-04             -    1.0396e-13
                    Dpul:scaffold_212:47311                    DIRS              37311            57838           151585              20528    3.6758e-42    2.1448e-28    6.8002e-34
                    Dpul:scaffold_212:47009                    DIRS              37009            57302           151585              20294    3.6758e-42    2.1876e-28    6.9309e-34
                   Dpul:scaffold_107:109899             two_domains              99899           120453           441150              20555    3.0017e-41    1.8209e-47             -
                   Dpul:scaffold_107:110459             two_domains             100459           120605           441150              20147    3.0017e-41    1.5799e-47             -
                   Dpul:scaffold_107:328754             two_domains             318754           339404           441150              20651    1.5725e-08             -    2.0571e-03
                   Dpul:scaffold_107:290952                 YR_only             280952           301074           441150              20123    2.7861e-04             -             -
                   Dpul:scaffold_107:290815                 YR_only             280815           300958           441150              20144    2.7861e-04             -             -
                    Dpul:scaffold_295:48487                    DIRS              38487            59053            75596              20567    4.4655e-40    2.6249e-51    5.4350e-07
                    Dpul:scaffold_102:50983             two_domains              40983            61246           472638              20264    1.4103e-39    5.8220e-30             -
                    Dpul:scaffold_102:51230             two_domains              41230            61697           472638              20468    1.4103e-39    6.4966e-30             -
                    Dpul:scaffold_102:51691             two_domains              41691            61804           472638              20114    1.4103e-39    6.6504e-30             -
                    Dpul:scaffold_102:99331                    DIRS              89331           109849           472638              20519    2.1591e-23    5.6062e-49    6.3467e-23
                    Dpul:scaffold_14:603963             two_domains             593963           614592          1680605              20630    4.1749e-38    1.4891e-14             -
                    Dpul:scaffold_14:603841             two_domains             593841           613972          1680605              20132    4.1749e-38    1.4909e-14             -
                    Dpul:scaffold_14:604616             two_domains             594616           614690          1680605              20075    4.1749e-38    1.4798e-14             -
                   Dpul:scaffold_14:1158938                    DIRS            1148938          1169138          1680605              20201    6.2006e-16    4.6379e-40    1.0590e-34
                     Dpul:scaffold_14:35265                 YR_only              25265            46038          1680605              20774    6.7863e-07             -             -
                     Dpul:scaffold_1391:306                 YR_only                  1             8935             8935               8935    1.2574e-37             -             -
                    Dpul:scaffold_206:64375                    DIRS              54375            74818           163957              20444    4.1284e-37    3.5829e-25    2.5904e-36
                    Dpul:scaffold_206:64812                    DIRS              54812            75129           163957              20318    4.1284e-37    3.3406e-25    2.6475e-36
                     Dpul:scaffold_910:6268             two_domains                  1            14344            14344              14344    1.9503e-36    1.9846e-05             -
                      Dpul:scaffold_2680:22             two_domains                  1             7283             7283               7283    1.4484e-35             -    4.7469e-05
                    Dpul:scaffold_6746:1097                 YR_only                  1             1847             1847               1847    1.5117e-35             -             -
                   Dpul:scaffold_171:196673                    DIRS             186673           207470           243614              20798    4.1179e-35    4.7459e-13    1.1518e-28
                   Dpul:scaffold_171:197615                    DIRS             187615           207845           243614              20231    1.1381e-05    4.7932e-13    1.1743e-28
                     Dpul:scaffold_939:5297                 YR_only                  1            14242            14242              14242    5.1945e-34             -             -
                    Dpul:scaffold_113:34137             two_domains              24137            44475           390148              20339    2.4865e-33             -    1.3826e-23
                    Dpul:scaffold_113:34468             two_domains              24468            44893           390148              20426    2.4865e-33             -    1.4060e-23
                    Dpul:scaffold_52:252128                    DIRS             242128           262928           860121              20801    7.4790e-33    4.6599e-33    1.8342e-17
                    Dpul:scaffold_52:305299                    DIRS             295299           315706           860121              20408    2.7248e-20    3.2947e-24    1.4771e-34
                    Dpul:scaffold_52:304236                    DIRS             294236           314394           860121              20159    7.6871e-15    3.3015e-24    1.3391e-34
                    Dpul:scaffold_52:304400                    DIRS             294400           314516           860121              20117    7.6871e-15    3.3008e-24    1.3529e-34
                    Dpul:scaffold_324:23449                 YR_only              13449            33952            77919              20504    1.4655e-32             -             -
                    Dpul:scaffold_3830:6189                 YR_only                  1             6860             6860               6860    5.7243e-31             -             -
                   Dpul:scaffold_128:250764             two_domains             240764           261627           332854              20864    7.9511e-27    1.6700e-28             -
                   Dpul:scaffold_143:272327             two_domains             262327           282587           334476              20261    9.7651e-27             -    1.8444e-23
                   Dpul:scaffold_143:272586             two_domains             262586           282855           334476              20270    9.7651e-27             -    1.8662e-23
                   Dpul:scaffold_143:272845             two_domains             262845           283048           334476              20204    9.7651e-27             -    1.8821e-23
                   Dpul:scaffold_143:279768             two_domains             269768           290571           334476              20804    3.6215e-22             -    2.2400e-23
                   Dpul:scaffold_143:240144             two_domains             230144           250587           334476              20444    3.9976e-14             -    1.8972e-11
                   Dpul:scaffold_143:149312                 YR_only             139312           159587           334476              20276    8.2416e-07             -             -
                   Dpul:scaffold_143:149251                 YR_only             139251           159313           334476              20063    8.2416e-07             -             -
                   Dpul:scaffold_143:239876             two_domains             229876           250019           334476              20144    5.5963e-03             -    1.8960e-11
                     Dpul:scaffold_2990:771                 YR_only                  1             7134             7134               7134    2.4215e-26             -             -
                    Dpul:scaffold_1395:3128             two_domains                  1             8945             8945               8945    1.0860e-25    1.3364e-14             -
                   Dpul:scaffold_221:121862             two_domains             111862           132668           154113              20807    1.3669e-25    1.7620e-03             -
                   Dpul:scaffold_109:128797                    DIRS             118797           139093           426552              20297    2.7796e-25    6.3169e-43    6.0056e-31
                   Dpul:scaffold_109:128255                    DIRS             118255           138845           426552              20591    2.2731e-13    6.7892e-43    6.1992e-31
                   Dpul:scaffold_109:367881                 YR_only             357881           378171           426552              20291    3.8129e-07             -             -
                    Dpul:scaffold_166:60219        domains_inverted              50219            71067           258489              20849    3.5033e-25    3.9998e-28    2.5761e-25
                     Dpul:scaffold_5096:362             two_domains                  1             3693             3693               3693    5.1579e-25             -    6.3953e-33
                   Dpul:scaffold_103:291584                    DIRS             281584           302162           552245              20579    6.6467e-25    3.0512e-10    1.9107e-21
                   Dpul:scaffold_103:241820                    DIRS             231820           252239           552245              20420    1.5408e-20    3.2157e-03    1.1946e-26
                   Dpul:scaffold_103:235471                    DIRS             225471           245890           552245              20420    2.0443e-20    3.1350e-03    4.9857e-27
                     Dpul:scaffold_8241:355                 YR_only                  1             1427             1427               1427    9.4706e-25             -             -
                    Dpul:scaffold_20:112874             two_domains             102874           123272          1424641              20399    2.1734e-23             -    2.9667e-20
                    Dpul:scaffold_20:113232             two_domains             103232           123471          1424641              20240    1.4990e-16             -    2.9869e-20
                    Dpul:scaffold_20:113491             two_domains             103491           123661          1424641              20171    1.4990e-16             -    3.0056e-20
                     Dpul:scaffold_4292:745                    DIRS                  1             5841             5841               5841    5.3397e-23    3.8201e-48    1.1451e-36
                   Dpul:scaffold_117:315516                    DIRS             305516           326196           401414              20681    9.0920e-23    1.5940e-27    4.9657e-13
                   Dpul:scaffold_117:343814                 YR_only             333814           354050           401414              20237    3.6368e-09             -             -
                    Dpul:scaffold_387:40930                 YR_only              30930            44371            44371              13442    2.5952e-21             -             -
                   Dpul:scaffold_160:167464             two_domains             157464           177847           247519              20384    4.9077e-21    8.4943e-40             -
                   Dpul:scaffold_160:167196             two_domains             157196           177351           247519              20156    1.7194e-06    8.7318e-40             -
                   Dpul:scaffold_160:167345             two_domains             157345           177461           247519              20117    1.7194e-06    8.5986e-40             -
                    Dpul:scaffold_98:330217             two_domains             320217           340918           511364              20702    4.9195e-21    1.4741e-34             -
                    Dpul:scaffold_98:323310             two_domains             313310           334011           511364              20702    4.9195e-21    1.0687e-34             -
                    Dpul:scaffold_98:330095             two_domains             320095           340382           511364              20288    1.4113e-15    1.4547e-34             -
                    Dpul:scaffold_98:323188             two_domains             313188           333475           511364              20288    1.4113e-15    1.0134e-34             -
                      Dpul:scaffold_6047:24                 YR_only                  1             2408             2408               2408    6.1170e-21             -             -
                     Dpul:scaffold_6047:418                 YR_only                  1             2408             2408               2408    6.1170e-21             -             -
                     Dpul:scaffold_915:1916             two_domains                  1            12392            14466              12392    4.2265e-19             -    5.1742e-18
                    Dpul:scaffold_205:64457                    DIRS              54457            74897           171084              20441    4.4144e-19    5.2197e-51    4.0330e-28
                    Dpul:scaffold_44:983712                    DIRS             973712           994290          1043815              20579    5.8839e-19    7.9849e-34    8.8949e-23
                    Dpul:scaffold_44:984215                    DIRS             974215           994466          1043815              20252    1.1567e-16    7.9893e-34    8.7226e-23
                    Dpul:scaffold_44:140577             two_domains             130577           151191          1043815              20615    3.2423e-15    5.2082e-07             -
                    Dpul:scaffold_44:140504             two_domains             130504           150983          1043815              20480    2.3915e-11    5.2137e-07             -
                   Dpul:scaffold_228:136522             two_domains             126522           136924           136924              10403    1.3587e-18             -    2.1384e-33
                   Dpul:scaffold_154:173040             two_domains             163040           183267           298978              20228    1.3652e-18             -    5.0528e-26
                   Dpul:scaffold_154:168341             two_domains             158341           178982           298978              20642    1.2741e-13             -    7.5709e-26
                    Dpul:scaffold_2790:3030                    DIRS                  1             7219             7219               7219    3.7857e-18    6.0839e-35    5.5924e-37
