YR element hits in Nve
=====================================================================================================================================================================================
Fragment(species:contig:YR_start_on_contig)    Structure_Indication    start_on_contig    end_on_contig    Contig_length    Fragment_length     YR_evalue     RT_evalue     MT_evalue
                     Nve:scaffold_539:38949                    DIRS              28949            49488           106939              20540    4.6957e-37    3.5788e-31    9.3279e-29
                     Nve:scaffold_539:39440                    DIRS              29440            49763           106939              20324    1.3339e-14    2.8681e-31    9.3250e-29
                     Nve:scaffold_311:71275             two_domains              61275            82120           261725              20846    6.4371e-37    1.9455e-05             -
                     Nve:scaffold_311:79893             two_domains              69893            90279           261725              20387    1.0394e-10    2.0502e-05             -
                     Nve:scaffold_387:49836             two_domains              39836            60090           195539              20255    1.1309e-36    3.5460e-34             -
                     Nve:scaffold_387:49393             two_domains              39393            59692           195539              20300    1.1309e-36    3.6595e-34             -
                     Nve:scaffold_387:49265             two_domains              39265            59384           195539              20120    1.1309e-36    3.6898e-34             -
                     Nve:scaffold_387:49679             two_domains              39679            59837           195539              20159    1.1309e-36    3.5879e-34             -
                     Nve:scaffold_387:39457             two_domains              29457            50158           195539              20702    1.9376e-25    4.8916e-34             -
                    Nve:scaffold_2056:14619             two_domains               4619            17052            17052              12434    6.7980e-36    1.7348e-29             -
                     Nve:scaffold_417:80776             two_domains              70776            91615           176913              20840    9.6364e-36    1.2748e-29             -
                    Nve:scaffold_125:550867                    DIRS             540867           561436           623316              20570    2.1439e-35    2.0459e-42    8.1239e-36
                    Nve:scaffold_125:397905             two_domains             387905           408300           623316              20396    1.4389e-20    1.9818e-23             -
                    Nve:scaffold_125:609434             two_domains             599434           619700           623316              20267    1.7339e-18    8.6593e-04             -
                     Nve:scaffold_125:34579                 YR_only              24579            44911           623316              20333    3.1087e-14             -             -
                     Nve:scaffold_125:34961                 YR_only              24961            45056           623316              20096    3.1087e-14             -             -
                     Nve:scaffold_125:34335                 YR_only              24335            44508           623316              20174    3.1087e-14             -             -
                    Nve:scaffold_125:550607                    DIRS             540607           560990           623316              20384    3.1110e-11    2.1143e-42    8.2793e-36
                    Nve:scaffold_125:607976             two_domains             597976           618179           623316              20204    2.7991e-07    8.7172e-04             -
                    Nve:scaffold_125:201992                 YR_only             191992           212087           623316              20096    7.5385e-03             -             -
                    Nve:scaffold_125:353747                 YR_only             343747           363842           623316              20096    7.5385e-03             -             -
                    Nve:scaffold_13:1470509             two_domains            1460509          1481363          1842705              20855    8.1713e-35    1.7678e-25             -
                    Nve:scaffold_13:1480866             two_domains            1470866          1491135          1842705              20270    1.3022e-13    2.2057e-25             -
                     Nve:scaffold_13:169527                 YR_only             159527           179709          1842705              20183    1.6221e-06             -             -
                      Nve:scaffold_2:570540             two_domains             560540           581055          2816097              20516    5.2051e-34             -    8.5943e-10
                      Nve:scaffold_2:571097             two_domains             561097           581387          2816097              20291    5.2051e-34             -    8.6434e-10
                     Nve:scaffold_2:1956810                 YR_only            1946810          1966905          2816097              20096    3.3567e-03             -             -
                     Nve:scaffold_49:919335                    DIRS             909335           929832          1183268              20498    1.9913e-33    1.4505e-28    2.4600e-34
                     Nve:scaffold_49:919844                    DIRS             909844           930002          1183268              20159    1.9913e-33    1.3994e-28    2.3725e-34
                     Nve:scaffold_49:919166                    DIRS             909166           929234          1183268              20069    1.9913e-33    1.4656e-28    2.4861e-34
                     Nve:scaffold_49:412763                 YR_only             402763           423581          1183268              20819    1.0726e-27             -             -
                     Nve:scaffold_49:844981                 YR_only             834981           855706          1183268              20726    6.8391e-08             -             -
                    Nve:scaffold_134:112358                    DIRS             102358           122834           618091              20477    2.0168e-33    1.2496e-34    8.9922e-17
                    Nve:scaffold_134:112017                    DIRS             102017           122217           618091              20201    2.0168e-33    1.1619e-34    9.0033e-17
                    Nve:scaffold_134:112231                    DIRS             102231           122374           618091              20144    2.0168e-33    1.1862e-34    9.0005e-17
                    Nve:scaffold_134:481755                 YR_only             471755           492060           618091              20306    2.8133e-25             -             -
                     Nve:scaffold_2481:6322                    DIRS                  1            13688            13688              13688    2.1989e-33    1.0626e-08    7.5651e-32
                     Nve:scaffold_2481:6918                    DIRS                  1            13688            13688              13688    2.1989e-33    1.0626e-08    7.5651e-32
                     Nve:scaffold_2481:6872                    DIRS                  1            13688            13688              13688    2.1989e-33    1.0626e-08    7.5651e-32
                     Nve:scaffold_2481:6191                    DIRS                  1            13688            13688              13688    1.6798e-09    1.0626e-08    7.5651e-32
                     Nve:scaffold_69:812403                 YR_only             802403           823176           979069              20774    5.6564e-33             -             -
                     Nve:scaffold_69:812345                 YR_only             802345           822410           979069              20066    5.6564e-33             -             -
                        Nve:scaffold_22:446             two_domains                  1            11054          1621999              11054    9.5070e-33             -    1.3090e-32
                     Nve:scaffold_228:32502             two_domains              22502            43341           393329              20840    1.8127e-32             -    1.2089e-20
                    Nve:scaffold_210:408074                 YR_only             398074           416993           416993              18920    4.4405e-32             -             -
                     Nve:scaffold_210:32504             two_domains              22504            42740           416993              20237    9.0593e-08    3.7404e-32             -
                     Nve:scaffold_210:32418             two_domains              22418            42504           416993              20087    9.0593e-08    3.6878e-32             -
                     Nve:scaffold_210:32839             two_domains              22839            42886           416993              20048    9.0593e-08    3.7750e-32             -
                    Nve:scaffold_210:148350                 YR_only             138350           158697           416993              20348    6.8942e-07             -             -
                    Nve:scaffold_150:507523                    DIRS             497523           518104           558438              20582    6.2704e-32    2.8538e-14    1.3050e-23
                    Nve:scaffold_150:508119                    DIRS             498119           518289           558438              20171    6.2704e-32    2.8515e-14    1.3046e-23
                    Nve:scaffold_150:479798                 YR_only             469798           490151           558438              20354    1.6933e-13             -             -
                    Nve:scaffold_150:500899                    DIRS             490899           511150           558438              20252    2.5185e-13    2.9989e-14    1.3245e-23
                    Nve:scaffold_150:501138                    DIRS             491138           511281           558438              20144    2.5185e-13    2.9934e-14    1.3238e-23
                    Nve:scaffold_150:500703                    DIRS             490703           510996           558438              20294    3.1671e-11    3.0055e-14    1.3252e-23
                     Nve:scaffold_450:77887          viper_or_Ngaro              67887            88681           147124              20795    7.5617e-32    6.2116e-05             -
                    Nve:scaffold_355:121531             two_domains             111531           132145           219718              20615    1.3658e-31    5.1829e-24             -
                    Nve:scaffold_355:122144             two_domains             112144           132356           219718              20213    1.3658e-31    5.0305e-24             -
                     Nve:scaffold_355:35425                    DIRS              25425            45535           219718              20111    2.5209e-03    2.2852e-38    3.8089e-42
                    Nve:scaffold_19:1204160                 YR_only            1194160          1214456          1645670              20297    8.5526e-31             -             -
                    Nve:scaffold_19:1204560                 YR_only            1194560          1214979          1645670              20420    8.5526e-31             -             -
                    Nve:scaffold_19:1417465                 YR_only            1407465          1427872          1645670              20408    6.5847e-09             -             -
                    Nve:scaffold_19:1451120                    DIRS            1441120          1461356          1645670              20237    8.8325e-09    2.0435e-26    1.4730e-29
                    Nve:scaffold_19:1451458                    DIRS            1441458          1461631          1645670              20174    2.8494e-08    2.0444e-26    1.4735e-29
                    Nve:scaffold_19:1120186                 YR_only            1110186          1130464          1645670              20279    2.5316e-03             -             -
                    Nve:scaffold_227:164533          viper_or_Ngaro             154533           175363           391054              20831    8.6431e-31    5.1632e-21             -
                      Nve:scaffold_7965:650                 YR_only                  1             4045             4045               4045    9.4202e-31             -             -
                     Nve:scaffold_25:556105             two_domains             546105           566893          1535120              20789    1.1839e-30    3.7812e-28             -
                     Nve:scaffold_25:485176              dirs1-like             475176           495475          1535120              20300    1.6372e-21    3.8512e-36    2.9104e-07
                     Nve:scaffold_25:485778              dirs1-like             475778           495999          1535120              20222    1.3456e-11    4.1210e-36    2.9298e-07
                     Nve:scaffold_25:623626                 YR_only             613626           634087          1535120              20462    6.8390e-08             -             -
                    Nve:scaffold_151:208001             two_domains             198001           218822           551276              20822    5.1292e-30    7.0954e-10             -
                     Nve:scaffold_51:370154                    DIRS             360154           380984          1175072              20831    5.1844e-30    6.0704e-33    1.3707e-32
                     Nve:scaffold_318:58227                     PAT              48227            69003           261655              20777    9.2899e-30    1.2637e-36    1.0873e-22
                     Nve:scaffold_318:58153                     PAT              48153            68245           261655              20093    9.2899e-30    1.1587e-36    1.0522e-22
                     Nve:scaffold_236:23667                    DIRS              13667            34161           363062              20495    4.0463e-29    2.0314e-42    6.5352e-30
                     Nve:scaffold_236:24035                    DIRS              14035            34493           363062              20459    3.3909e-27    2.1189e-42    6.6543e-30
                    Nve:scaffold_236:125204                 YR_only             115204           135770           363062              20567    4.4380e-15             -             -
                    Nve:scaffold_236:147320          viper_or_Ngaro             137320           157886           363062              20567    4.4380e-15    1.4761e-22             -
                    Nve:scaffold_236:125745                 YR_only             115745           135954           363062              20210    2.1119e-08             -             -
                    Nve:scaffold_236:147861          viper_or_Ngaro             137861           158070           363062              20210    2.1119e-08    1.3501e-22             -
                     Nve:scaffold_41:451153             two_domains             441153           461917          1253435              20765    5.5917e-29    5.2727e-08             -
                     Nve:scaffold_82:174260                    DIRS             164260           184643           864373              20384    6.8427e-29    2.7538e-06    5.0393e-09
                     Nve:scaffold_82:174658                    DIRS             164658           184843           864373              20186    6.8427e-29    2.7592e-06    5.0552e-09
                     Nve:scaffold_82:174846                    DIRS             164846           184905           864373              20060    6.8427e-29    2.7609e-06    5.0598e-09
                     Nve:scaffold_82:196782                 YR_only             186782           207126           864373              20345    1.2106e-24             -             -
                    Nve:scaffold_392:110285                 YR_only             100285           120986           191098              20702    9.5617e-29             -             -
                     Nve:scaffold_398:94094                 YR_only              84094           104933           188870              20840    1.2947e-28             -             -
                    Nve:scaffold_398:182931                 YR_only             172931           188870           188870              15940    1.1938e-22             -             -
                     Nve:scaffold_398:97184                 YR_only              87184           107645           188870              20462    2.9712e-17             -             -
                     Nve:scaffold_551:72541             two_domains              62541            73639            73639              11099    1.7592e-28    1.2513e-18             -
                     Nve:scaffold_551:65379          viper_or_Ngaro              55379            73639            73639              18261    1.7592e-28    1.2513e-18             -
                     Nve:scaffold_59:895072              dirs1-like             885072           905824          1077718              20753    2.2769e-28    1.0956e-39    1.9355e-30
                     Nve:scaffold_59:397632                    DIRS             387632           407934          1077718              20303    8.2775e-08    8.0125e-29    1.8015e-12
                      Nve:scaffold_59:13219             two_domains               3219            23422          1077718              20204    4.7013e-07    1.3397e-13             -
                    Nve:scaffold_2501:11196             two_domains               1196            13877            13877              12682    3.2010e-28    8.1026e-29             -
                    Nve:scaffold_2501:11866             two_domains               1866            13877            13877              12012    3.2010e-28    7.7702e-29             -
                    Nve:scaffold_2501:11531             two_domains               1531            13877            13877              12347    3.2010e-28    7.9415e-29             -
                    Nve:scaffold_2501:11955             two_domains               1955            13877            13877              11923    3.2010e-28    7.7221e-29             -
                     Nve:scaffold_215:82419             two_domains              72419            93258           410244              20840    7.9285e-28    8.3442e-18             -
                    Nve:scaffold_215:378594             two_domains             368594           388710           410244              20117    2.1103e-05    1.6048e-15             -
                     Nve:scaffold_80:458773             two_domains             448773           469543           902803              20771    7.9459e-28    5.3366e-03             -
                     Nve:scaffold_80:457299             two_domains             447299           467703           902803              20405    5.8527e-11    5.3691e-03             -
                     Nve:scaffold_746:16234                 YR_only               6234            26929            55850              20696    1.0849e-27             -             -
                    Nve:scaffold_42:1205738                    DIRS            1195738          1216292          1272618              20555    1.4108e-27    5.2752e-35    8.7545e-22
                    Nve:scaffold_42:1205491                    DIRS            1195491          1215658          1272618              20168    1.4108e-27    5.3883e-35    8.7631e-22
                     Nve:scaffold_7:2109261                 YR_only            2099261          2119875          2343873              20615    1.4174e-27             -             -
                      Nve:scaffold_7:414857              dirs1-like             404857           425177          2343873              20321    6.9561e-17    1.7835e-36    1.1316e-29
                      Nve:scaffold_7:415172              dirs1-like             405172           425333          2343873              20162    1.1799e-08    1.7305e-36    1.1320e-29
                     Nve:scaffold_7:2117471                 YR_only            2107471          2127698          2343873              20228    3.8007e-08             -             -
                    Nve:scaffold_36:1081629                 YR_only            1071629          1092372          1300106              20744    2.5978e-27             -             -
                     Nve:scaffold_36:150768                 YR_only             140768           161232          1300106              20465    3.7003e-16             -             -
                     Nve:scaffold_2674:1060             two_domains                  1            11614            12945              11614    2.9933e-27    1.8314e-41             -
                     Nve:scaffold_1405:4409                    DIRS                  1            14792            31910              14792    3.8338e-27    2.4495e-06    4.2082e-09
                     Nve:scaffold_1405:4209                    DIRS                  1            14394            31910              14394    3.8338e-27    2.4495e-06    4.2082e-09
                     Nve:scaffold_1405:4147                    DIRS                  1            14206            31910              14206    3.8338e-27    2.4495e-06    4.2082e-09
                     Nve:scaffold_33:567654             two_domains             557654           577983          1384588              20330    3.9700e-27    7.9307e-23             -
                     Nve:scaffold_33:567154             two_domains             557154           577573          1384588              20420    3.9700e-27    8.1198e-23             -
                     Nve:scaffold_33:749348          viper_or_Ngaro             739348           760040          1384588              20693    8.9741e-25    2.0248e-22             -
                     Nve:scaffold_33:298607                 YR_only             288607           308702          1384588              20096    1.0889e-03             -             -
                    Nve:scaffold_205:385755          viper_or_Ngaro             375755           396102           425180              20348    4.0765e-27    3.6361e-23             -
                    Nve:scaffold_205:386173          viper_or_Ngaro             376173           396574           425180              20402    4.0765e-27    3.0106e-23             -
                    Nve:scaffold_12:1137064             two_domains            1127064          1147636          1828175              20573    6.2455e-27             -    2.2103e-40
                    Nve:scaffold_12:1136843             two_domains            1126843          1147097          1828175              20255    7.0950e-24             -    2.1070e-40
                    Nve:scaffold_12:1812784             two_domains            1802784          1823215          1828175              20432    3.2020e-14             -    4.9038e-26
                    Nve:scaffold_12:1812440             two_domains            1802440          1822751          1828175              20312    3.2020e-14             -    4.7846e-26
                     Nve:scaffold_458:64754             two_domains              54754            75257           146648              20504    7.9861e-27    1.8125e-13             -
                     Nve:scaffold_8260:2913                 YR_only                  1             3507             3507               3507    1.2126e-26             -             -
                     Nve:scaffold_8260:2567                 YR_only                  1             3507             3507               3507    1.2126e-26             -             -
                     Nve:scaffold_607:13665                 YR_only               3665            24270            83252              20606    1.4229e-26             -             -
                     Nve:scaffold_3173:3245                 YR_only                  1             9901             9901               9901    1.7530e-26             -             -
                     Nve:scaffold_718:58717             two_domains              48717            59237            59237              10521    1.8809e-26             -    3.8302e-07
                     Nve:scaffold_546:80935                    DIRS              70935            91147           101152              20213    1.9980e-26    7.5041e-30    1.8158e-12
                     Nve:scaffold_546:81171                    DIRS              71171            91737           101152              20567    1.9980e-26    7.5002e-30    1.8140e-12
                     Nve:scaffold_1:2237327                    DIRS            2227327          2247791          3256212              20465    2.7248e-26    9.9218e-26    7.2152e-35
